,Class,NER
577,EVENT,普度法會
1484,EVENT,小港沿海六里遷村推動小組
2903,EVENT,一○五年度南區技職博覽會
1530,EVENT,五二０
2996,EVENT,民進黨第十六屆第一次臨時全國黨代表大會
2390,EVENT,台灣國際扣件展
675,EVENT,幸福家庭、兒童嘉年華會
3354,EVENT,美麗島事件
4007,EVENT,迎春宴
2357,EVENT,二次世界大戰
3996,EVENT,頒獎典禮
1193,EVENT,二零一六新加坡國際食 品展
2301,EVENT,全國黨代表大會
414,EVENT,水門案
1021,EVENT,美濃福安菸葉輔導站整建工程
455,EVENT,九州熊本強震
2153,EVENT,木蘭女足聯賽
3862,EVENT,高雄環狀輕軌捷運建設第二階段統包工程
2139,EVENT,大專足球聯賽
2089,EVENT,木蘭聯賽
2962,EVENT,民主進步黨第十六屆第一次臨時全國黨代表大會
3607,EVENT,臨時案
167,EVENT,二次大戰
2544,EVENT,扁案
2092,EVENT,木蘭足球聯賽
64,GPE,熊本縣
25,GPE,高雄
2288,GPE,獨厚台
2284,GPE,中央
391,GPE,美國
1976,GPE, By 黃福鎮
2243,GPE,北高勞
3425,GPE,冰島
658,GPE,彰化縣長
3958,GPE,高雄美
3426,GPE,俄羅斯
2782,GPE,中國
3347,GPE,林肯
2184,GPE,前鎮區
634,GPE,彰化縣
2181,GPE,高雄市前鎮區
894,GPE,高市
643,GPE,田尾鄉
3200,GPE,園冶
368,GPE,高雄縣市
354,GPE,苗栗縣
1766,GPE,遷村
1196,GPE,新加坡
833,GPE,旗津
3352,GPE,加拿大
847,GPE,鼓山
2342,GPE,日據
330,GPE,高雄縣
356,GPE,台北市
2332,GPE,尼泊爾
1955,GPE,東京都
3419,GPE,堪薩斯市
1158,GPE,鳳山區
3420,GPE,威斯康辛州
345,GPE,鳳山
1972,GPE,縣市
349,GPE,苓雅區
1542,GPE,屏東縣
32,GPE,旅德
1558,GPE, 桃園市
3930,GPE,澄清湖
1436,GPE,北高
2016,GPE,全國
2932,GPE,臺東
1039,GPE,前鎮
1050,GPE,大林浦
1053,GPE,林園
2115,GPE,南台灣
579,GPE,甲仙區
1620,GPE,雲林縣
5,GPE,台灣
1068,GPE,大林蒲
2989,GPE,台南市長
1067,GPE,大林蒲遷村
2098,GPE,木蘭足球聯賽
1064,GPE,楠梓區
3265,GPE,凱達格蘭基金
2959,GPE,臺東縣
3933,GPE,高雄長
3787,GPE,南台
3793,GPE,美高
450,GPE,蘇炎城
1574,GPE,桃園市
1028,GPE,高雄市議
1109,GPE,紅毛港
13,GPE,高雄市
1642,GPE,仁武區
1412,GPE,中芸
1082,GPE,紅毛港遷村
2920,GPE,高雄區
1037,GPE,德國魯爾
