,Class,NER
12502,EVENT,六四
8376,EVENT,康芮颱風
2295,EVENT, 9 大公股銀行會議
228,EVENT,馬習會
9580,EVENT, 911
9909,EVENT,911
10553,EVENT,五二○
4198,EVENT, BOT 案
11020,EVENT,台南地震
13462,EVENT,520
11061,EVENT,319
93,EVENT,亞洲盃
1497,EVENT,第十四案
11357,EVENT,臺南地震
4712,EVENT,第二次世界大戰
13449,EVENT, 520
5056,EVENT,奧運
5050,EVENT,亞銀年會
4868,EVENT,台灣颱風
12043,EVENT,鐽震案
963,EVENT,美國經濟復甦
12083,EVENT, 326 爆料
11674,GPE,巴拿馬
12465,GPE,北港
9274,GPE,中華
2320,GPE,橫濱
2322,GPE,福島
2378,GPE,金門
9300,GPE,古巴
2394,GPE,馬祖
8933,GPE,新北
8882,GPE,希臘
2440,GPE,澎湖
8662,GPE,菲律賓
9205,GPE,中華人民共和國
12282,GPE,龍潭
9813,GPE,土耳其
1427,GPE,三重
9824,GPE,敘利亞
9900,GPE,以色列
928,GPE,台北市
10247,GPE,南京
10618,GPE,基亞
8579,GPE,台南市
1664,GPE,越南
10823,GPE,俄羅斯
11032,GPE,台南縣
11930,GPE,肯亞
11897,GPE,大陸廣州
1370,GPE,亞洲
11882,GPE,陸方
9584,GPE,老美
2572,GPE,法國
1924,GPE,臺北市
8393,GPE,加拿大
5651,GPE,俄國
5600,GPE,匈牙利
5529,GPE,桃園
5467,GPE,桃園市
5457,GPE,桃園縣政府
13707,GPE,新南
5310,GPE,馬來西亞
4775,GPE,台灣省
4293,GPE,福建金門
4777,GPE,瑞芳
4838,GPE,新北市
4866,GPE,林口
5284,GPE,泰國
5219,GPE,台澎金馬
5215,GPE,台東
5126,GPE,中華台北
5104,GPE,台澎
5085,GPE,中國台北
4785,GPE,新竹市
5894,GPE,馬英九
5974,GPE,台滬
5995,GPE,台港
8382,GPE,美方
2750,GPE,南韓
12474,GPE,福建平潭
8118,GPE,苗栗縣
8111,GPE,雲林縣
8084,GPE,崑山
2936,GPE,埃及
8038,GPE,平潭
7031,GPE,廣州
6997,GPE,高雄
6978,GPE,澳門
3660,GPE,波士頓
3671,GPE,臺北
3726,GPE,矽谷
6662,GPE,荷蘭
6359,GPE,北歐丹麥
6347,GPE,瑞典
6150,GPE,深圳
4014,GPE,大直
8401,GPE,台南
8140,GPE,高雄市
5065,GPE,澳洲
353,GPE,北捷日
346,GPE,台北
26,GPE,美國
233,GPE,北京
37,GPE,福建
41,GPE,大陸
379,GPE,兩岸
382,GPE,香港
595,GPE,吳壽山
396,GPE,英國
431,GPE,日本
337,GPE,西藏
451,GPE,漢城
466,GPE,淮南
494,GPE,昆山
569,GPE,倫敦
511,GPE,韓國
105,GPE,京東
517,GPE,德國
519,GPE,中方
176,GPE,德華
542,GPE,盧森堡
550,GPE,新加坡
205,GPE,臺灣
13612,GPE,臺獨
563,GPE,中華民國
11,GPE,上海
299,GPE,屏東
690,GPE,亞太
14,GPE,台灣
13276,GPE,宜蘭
13,GPE,中國
9,GPE,中國大陸
13693,GPE,日方
1145,LAW,憲法
2914,LAW,所得稅法
6555,LAW,合作金庫條例
9979,LAW,財劃法
886,LAW,公益勸募條例
13645,LAW,聯合國海洋法公約
10343,LAW,中華民國憲法
7630,LAW,銀行法
6143,LAW,證交法
10824,LAW,霸王條款
10832,LAW,老佛爺條款
1486,LAW,個資法
8306,LAW,臺灣金控條例
5426,LAW,勞動派遣保障法草案
7711,LAW,國安基金條例
1068,LAW,健保法
12198,LAW,文資法
11905,LAW,國安基金設置條例
13181,LAW,安保條約
7201,LAW,權利國際公約
11883,LAW,國安基金設置管理條例
13156,LAW,刑法
12577,LAW,生技產業發展條例
7251,LAW,毒品條例
4942,LAW,勞基法
2916,LOC,迦南地
13235,LOC,東海
8413,LOC,南勢溪
4018,LOC,圓山
3043,LOC,台北
1562,LOC,赤道
6354,LOC,北歐
9291,LOC,歐美
10315,LOC,日月潭
6912,LOC,中東
3299,LOC,兩岸
13439,LOC,華山文創園區
2882,LOC,淮南
2328,LOC,臺中港
2324,LOC,東京灣
9331,LOC,台海
449,LOC,亞洲
3662,LOC,東南亞
6509,LOC,台灣島
12495,LOC,臺北港
3891,LOC,亞太
4806,LOC,板新地區
11166,LOC,花東地區
13558,LOC,文山區
13479,LOC,華山
4931,LOC,新竹地區
76,LOC,華南
4720,LOC,歐洲
465,NORP,美國
340,NORP,中國大陸
8464,NORP,美國人
5368,NORP,日股
406,NORP,台灣
2589,NORP,日本人
13104,NORP,台籍
4741,NORP,歐洲
3563,NORP,英國
9223,NORP,中資
3706,NORP,臺灣人
4757,NORP,大陸
607,NORP,香港
1334,NORP,臺灣
13160,NORP,大陸人
11884,NORP,韓國人
5291,NORP,港股
3624,NORP,台灣人
11993,NORP,肯亞
9924,NORP,回教
10029,NORP,大陸人士
9915,NORP,回教徒
2892,NORP,基督徒
12936,NORP,日方
2952,NORP,以色列人
288,NORP,阿里
12467,NORP,穆斯林
6078,NORP,華人
5715,NORP,亞銀
169,NORP,中國
2906,NORP,陸資
13323,NORP,泰國
12893,NORP,臺北
10509,NORP,東南亞
3887,NORP,陸客
5666,NORP,韓國
2505,NORP,日本
674,NORP,北韓
10248,NORP,國會
5097,ORG,世貿組織
7088,ORG,政府
5070,ORG,亞銀
5074,ORG,亞洲開發銀行
7613,ORG,日月光
7566,ORG, Goldman  Sachs 
7075,ORG,薪酬委員會
7550,ORG,中央銀行全體理事會
7405,ORG,香港審計署
13568,ORG,臺北市政府捷運工程局
5107,ORG,聯合國
7395,ORG,市議會
5212,ORG,水利署
13613,ORG,新內閣
5086,ORG,國際奧林匹克委員會
6959,ORG,電收
7067,ORG,華南銀行
5261,ORG,國會
6975,ORG,中鼎公司
7229,ORG,國民大會
7061,ORG,兆豐金控設有薪酬委員會
13399,ORG,公廣集團
13386,ORG,台北機廠
13350,ORG,德國貝特曼基金會
13581,ORG,教委會
7004,ORG,ETC 遠通
5081,ORG,IOC
5130,ORG,亞太經合會
5933,ORG,台北市甄審會
6932,ORG,中國國民黨立院黨團
13461,ORG,台鐵台北機廠
6360,ORG, Amazon
5659,ORG,IMF 
13406,ORG,教育及文化委員會
7656,ORG,企管系
5697,ORG,World Bank
6280,ORG,中國大陸人民銀行
13424,ORG,故宮
6374,ORG,財政部關務署
5745,ORG,AIIB
13460,ORG,綜合教育及文化委員會
5825,ORG,中油
13446,ORG,華視公司
6066,ORG,日台新通會
6002,ORG,大陸證監會
13426,ORG,華視
5978,ORG,台滬通
13440,ORG,公視文化事業基金會
5805,ORG,榮工公司
6953,ORG,友達
6439,ORG,金控
6542,ORG,中央合作金庫
13404,ORG,臺灣故宮
6826,ORG,司法院
5949,ORG,台滬
13554,ORG,鐵路局
13539,ORG,捷運局
5421,ORG,中央
13405,ORG,公視
5437,ORG,石門水庫建設籌備委員會
5610,ORG, IMF
6783,ORG,考試院
5456,ORG,微軟
6629,ORG,漢諾威 CeBIT 
13527,ORG,臺北機廠
6583,ORG,國民黨黨團
13511,ORG,臺北市政府
5493,ORG,台北市長
6551,ORG,合作金庫
5569,ORG,世界銀行
6782,ORG,中國國民黨黨團
6785,ORG,中正大學
8501,ORG,臺北國稅局
7917,ORG,台積電
11622,ORG,勞委會
11583,ORG,衛福部食藥署
12830,ORG,警政署
11581,ORG,金管會證期局
11575,ORG,銀行局
11481,ORG,新潮流系
11480,ORG,台苯
11383,ORG,中國銀監會
11359,ORG,證監會
11347,ORG,對岸銀監會
11322,ORG,台北市國稅局
11319,ORG,哈佛大學
11627,ORG,愛奇藝
11208,ORG,台灣企銀
11172,ORG,退輔會事業處
11160,ORG,國防部長
11156,ORG,退輔會
11132,ORG,國庫通黨
11128,ORG,英基金會
11104,ORG,立院黨團
11098,ORG,中投
11086,ORG,裕達投資公司
11084,ORG,319 事件真相調查委員會
11076,ORG,東廠
11075,ORG,小英基金會
11058,ORG,法務部法律事務司
11192,ORG,豐金
11633,ORG,Uber
11646,ORG,國營
12808,ORG,研考會
12480,ORG,歐洲復興開發銀行
12468,ORG,經濟部國貿局
12572,ORG,議會
12573,ORG,中央研究院
12277,ORG,法西斯
12246,ORG,財產署
12241,ORG,司法院民事廳
12222,ORG,司法院刑事廳
12207,ORG,國家人權博物館
12195,ORG,刑事廳
12185,ORG,促轉會
12149,ORG,台灣經濟研究院
12116,ORG,台經院
12113,ORG,印製廠
12086,ORG,中央銀行中央印製廠
12719,ORG,檢驗局
12060,ORG,國防工業發展基金會
12058,ORG,中科院
12772,ORG,行政院研考會
12042,ORG,總統大選
12039,ORG,漢翔公司
12027,ORG,國防部海軍司令部
