,Class,NER
93,EVENT,亞洲盃
1497,EVENT,第十四案
963,EVENT,美國經濟復甦
228,EVENT,馬習會
346,GPE,台北
595,GPE,吳壽山
1427,GPE,三重
569,GPE,倫敦
928,GPE,台北市
396,GPE,英國
176,GPE,德華
563,GPE,中華民國
205,GPE,臺灣
550,GPE,新加坡
542,GPE,盧森堡
233,GPE,北京
1370,GPE,亞洲
337,GPE,西藏
494,GPE,昆山
519,GPE,中方
299,GPE,屏東
466,GPE,淮南
517,GPE,德國
511,GPE,韓國
431,GPE,日本
451,GPE,漢城
11,GPE,上海
13,GPE,中國
353,GPE,北捷日
690,GPE,亞太
14,GPE,台灣
41,GPE,大陸
37,GPE,福建
9,GPE,中國大陸
26,GPE,美國
105,GPE,京東
379,GPE,兩岸
1664,GPE,越南
382,GPE,香港
1145,LAW,憲法
1068,LAW,健保法
886,LAW,公益勸募條例
1486,LAW,個資法
76,LOC,華南
449,LOC,亞洲
1562,LOC,赤道
465,NORP,美國
340,NORP,中國大陸
169,NORP,中國
406,NORP,台灣
1334,NORP,臺灣
607,NORP,香港
674,NORP,北韓
288,NORP,阿里
981,ORG,台北市政府
891,ORG,環保署
871,ORG,食藥署
864,ORG,農委會
1029,ORG,公股行庫
839,ORG,榮總
831,ORG,台北榮總
795,ORG,國庫署
783,ORG,衛福部
782,ORG,審計部
766,ORG,台大
705,ORG,民進黨
1147,ORG,MG149
1079,ORG,衛福部健保署
1749,ORG,長平
1721,ORG,越南大幸福公司
1673,ORG,關務署
1652,ORG,衛福部長
1571,ORG,華南金融控股公司
1559,ORG,國泰
1528,ORG,中信
1463,ORG,台灣銀行
1455,ORG,頂率
1453,ORG,匯豐銀行
1437,ORG,旭光
1436,ORG,頂新
1435,ORG,彰銀
1423,ORG,味全
1422,ORG,台新
1420,ORG,華南金
1394,ORG,國家銀行
1378,ORG,Fed 
1372,ORG,文化部
1309,ORG,行政院訴願委員會
1278,ORG,臺灣大學附設醫院
1211,ORG,政大
1187,ORG,國科會
1184,ORG,臺大醫院
753,ORG,台大醫院
1141,ORG,法務部
1128,ORG,149
1096,ORG,監察院
1081,ORG,消基會
1039,ORG,財政委員會
747,ORG,經濟部
1761,ORG,一銀
313,ORG,中華民國教育部
359,ORG,歐盟
148,ORG,教育部
28,ORG, C2C 
349,ORG,北捷
342,ORG,德華
323,ORG, CNN
376,ORG,中央銀行
61,ORG,騰訊
118,ORG,兆豐
302,ORG,科技部
284,ORG, APEC 
247,ORG,財委會
237,ORG,財政部
213,ORG,東西金管會
97,ORG,淘寶網
388,ORG,美國大
189,ORG,馬習會
78,ORG,金管會
6,ORG,行政院
693,ORG,台鐵
682,ORG,主計總處
8,ORG,歐洲議會
15,ORG,天貓
453,ORG,全體理事會
637,ORG,交通部
630,ORG,內政部
16,ORG,阿里巴巴
622,ORG,高鐵
584,ORG,中華民國證券櫃檯買賣中心
568,ORG,人民銀行
564,ORG,臺灣證券交易所股份有限公司
527,ORG,立法院
1500,PERSON,鄭汝芬
1495,PERSON,徐耀昌
1501,PERSON,蔡錦隆
1503,PERSON,李貴敏
1504,PERSON,吳育昇
1505,PERSON,王惠美
1507,PERSON,江惠貞
1509,PERSON,陳鎮湘
1496,PERSON,徐少萍
1499,PERSON,蘇震清
1498,PERSON,蔡正元
746,PERSON,慶隆
1511,PERSON,羅淑蕾
18,PERSON,銘宗
1650,PERSON,大幸福
1573,PERSON,兆豐蔡
19,PERSON,盛和
48,PERSON,詹宏志
1526,PERSON,廖國棟
1510,PERSON,陳根德
1525,PERSON,楊玉欣
1523,PERSON,鄭天財
1521,PERSON,蘇清泉
1517,PERSON,王育敏
1516,PERSON,廖正井
1515,PERSON,羅明才
1513,PERSON,吳育仁
1494,PERSON,林德福
1493,PERSON,張慶忠
141,PERSON,永樂
1489,PERSON,陳淑慧
292,PERSON,馮燕
1174,PERSON,李源德
1159,PERSON,冠棠
1152,PERSON,斯斯
321,PERSON,曾銘宗
350,PERSON,賴士葆
1212,PERSON,劉如意
351,PERSON,詹凱臣
522,PERSON,壽山
602,PERSON,述德
650,PERSON,金正恩
662,PERSON,蘇貞昌
681,PERSON,威仁
696,PERSON,朱立倫
994,PERSON,連勝文
1220,PERSON,柯文哲
1293,PERSON,陳賴
1328,PERSON,德福
1487,PERSON,王廷升
96,PERSON,張盛和
1485,PERSON,盧嘉辰
1482,PERSON,簡東明
1466,PERSON,劉燈城
103,PERSON,麥肯錫
131,PERSON,宜樺
135,PERSON,郁琦
1759,PERSON,俊榮
142,PERSON,瑩雪
143,PERSON,Line 
147,PERSON,阿里
1413,PERSON,郝龍斌
206,PERSON,世豪
245,PERSON,淮南
1490,PERSON,張嘉郡
1,PERSON,士葆
