,Class,NER
4198,EVENT, BOT 案
4868,EVENT,台灣颱風
2295,EVENT, 9 大公股銀行會議
93,EVENT,亞洲盃
5050,EVENT,亞銀年會
5056,EVENT,奧運
4712,EVENT,第二次世界大戰
1497,EVENT,第十四案
228,EVENT,馬習會
963,EVENT,美國經濟復甦
928,GPE,台北市
396,GPE,英國
382,GPE,香港
379,GPE,兩岸
5310,GPE,馬來西亞
431,GPE,日本
353,GPE,北捷日
6359,GPE,北歐丹麥
2378,GPE,金門
346,GPE,台北
2394,GPE,馬祖
5284,GPE,泰國
337,GPE,西藏
6347,GPE,瑞典
451,GPE,漢城
494,GPE,昆山
466,GPE,淮南
2320,GPE,橫濱
690,GPE,亞太
5974,GPE,台滬
5651,GPE,俄國
595,GPE,吳壽山
5995,GPE,台港
569,GPE,倫敦
5600,GPE,匈牙利
6150,GPE,深圳
5529,GPE,桃園
550,GPE,新加坡
542,GPE,盧森堡
5467,GPE,桃園市
5457,GPE,桃園縣政府
519,GPE,中方
517,GPE,德國
511,GPE,韓國
5219,GPE,台澎金馬
563,GPE,中華民國
5215,GPE,台東
299,GPE,屏東
2322,GPE,福島
2572,GPE,法國
5126,GPE,中華台北
7031,GPE,廣州
105,GPE,京東
1427,GPE,三重
9,GPE,中國大陸
4866,GPE,林口
6997,GPE,高雄
4838,GPE,新北市
4785,GPE,新竹市
41,GPE,大陸
37,GPE,福建
4777,GPE,瑞芳
26,GPE,美國
4775,GPE,台灣省
4014,GPE,大直
11,GPE,上海
14,GPE,台灣
1664,GPE,越南
1924,GPE,臺北市
5894,GPE,馬英九
5104,GPE,台澎
3660,GPE,波士頓
2440,GPE,澎湖
6662,GPE,荷蘭
5085,GPE,中國台北
4293,GPE,福建金門
6978,GPE,澳門
2750,GPE,南韓
2936,GPE,埃及
3671,GPE,臺北
205,GPE,臺灣
5065,GPE,澳洲
176,GPE,德華
1370,GPE,亞洲
3726,GPE,矽谷
233,GPE,北京
13,GPE,中國
1145,LAW,憲法
4942,LAW,勞基法
5426,LAW,勞動派遣保障法草案
1068,LAW,健保法
1486,LAW,個資法
886,LAW,公益勸募條例
7711,LAW,國安基金條例
6555,LAW,合作金庫條例
7630,LAW,銀行法
7251,LAW,毒品條例
2914,LAW,所得稅法
7201,LAW,權利國際公約
6143,LAW,證交法
3662,LOC,東南亞
2916,LOC,迦南地
6509,LOC,台灣島
6912,LOC,中東
1562,LOC,赤道
3043,LOC,台北
6354,LOC,北歐
449,LOC,亞洲
4931,LOC,新竹地區
2324,LOC,東京灣
76,LOC,華南
3299,LOC,兩岸
2328,LOC,臺中港
4018,LOC,圓山
4806,LOC,板新地區
3891,LOC,亞太
2882,LOC,淮南
4720,LOC,歐洲
288,NORP,阿里
3887,NORP,陸客
1334,NORP,臺灣
4741,NORP,歐洲
3706,NORP,臺灣人
2505,NORP,日本
2906,NORP,陸資
2892,NORP,基督徒
2952,NORP,以色列人
4757,NORP,大陸
2589,NORP,日本人
169,NORP,中國
3563,NORP,英國
5715,NORP,亞銀
607,NORP,香港
5666,NORP,韓國
3624,NORP,台灣人
6078,NORP,華人
465,NORP,美國
406,NORP,台灣
5368,NORP,日股
5291,NORP,港股
674,NORP,北韓
340,NORP,中國大陸
3164,ORG,海協會
2790,ORG,臺灣菸酒公司
3768,ORG,華南金控公司
2781,ORG,分局
3780,ORG,合作金庫金控公司
3795,ORG,第一金控公司
3804,ORG,第一金控
3851,ORG,臺灣中小企銀
2949,ORG,中油公司
3139,ORG,經濟部長
3503,ORG,民航局
3986,ORG,國民黨
7656,ORG,企管系
3659,ORG,史丹佛
2760,ORG,中正分局
4020,ORG,國外基金會
4098,ORG,盛和
4107,ORG,國防部
3145,ORG,毛治國內閣
4119,ORG,國產署
3969,ORG,台銀
3530,ORG,壽險公會
3181,ORG,教部
3107,ORG,台電
3461,ORG,餘額寶
3427,ORG,天弘基金
3713,ORG,Capital
3064,ORG,毛院
3738,ORG,兆豐金控
2903,ORG,台灣消保協會
3703,ORG,經濟部推動育成中心
3750,ORG,澄清大
3755,ORG,彰化商銀
3758,ORG,高鐵公司
3037,ORG,投審會
3767,ORG,兆豐金控公司
3377,ORG,國稅局
3311,ORG,立法局
2840,ORG,彰化縣衛生局
3001,ORG,雅虎民調中心
2940,ORG,行政院消保處
3201,ORG,兆豐金
2834,ORG,農糧署
2799,ORG,偵九隊
3097,ORG,健保署
5081,ORG,IOC
4231,ORG,立院
6551,ORG,合作金庫
6542,ORG,中央合作金庫
6439,ORG,金控
6374,ORG,財政部關務署
6360,ORG, Amazon
6280,ORG,中國大陸人民銀行
6066,ORG,日台新通會
6583,ORG,國民黨黨團
6002,ORG,大陸證監會
5949,ORG,台滬
5933,ORG,台北市甄審會
5825,ORG,中油
5805,ORG,榮工公司
5745,ORG,AIIB
5697,ORG,World Bank
5659,ORG,IMF 
5978,ORG,台滬通
6629,ORG,漢諾威 CeBIT 
6782,ORG,中國國民黨黨團
6783,ORG,考試院
7613,ORG,日月光
7566,ORG, Goldman  Sachs 
7550,ORG,中央銀行全體理事會
7405,ORG,香港審計署
7395,ORG,市議會
7229,ORG,國民大會
7088,ORG,政府
7075,ORG,薪酬委員會
7067,ORG,華南銀行
7061,ORG,兆豐金控設有薪酬委員會
7004,ORG,ETC 遠通
6975,ORG,中鼎公司
6959,ORG,電收
6953,ORG,友達
6932,ORG,中國國民黨立院黨團
6826,ORG,司法院
6785,ORG,中正大學
5610,ORG, IMF
4148,ORG,亞太經合會議 APEC 
5569,ORG,世界銀行
5456,ORG,微軟
4713,ORG,中共
4702,ORG,勞動部
4675,ORG,TPP 
4636,ORG,臺灣土地銀行
4631,ORG,臺灣金融控股公司
4617,ORG,台銀金控
4608,ORG,合庫
4932,ORG,兆豐金融控股公司
4543,ORG,經濟部商業司
4429,ORG,美國會
4419,ORG,聯準會
4358,ORG,財金資訊中心
4342,ORG,聯合信用卡中心
4314,ORG,證交所
4313,ORG,台灣票據交易所
4234,ORG,中央政府
