,Class,NER
8044,EVENT,第 9 屆第 3 會期第 9 次會議
1399,EVENT,耘海輪事件
7756,EVENT,第 8 次程序委員會會議
2993,EVENT,世大運
1449,EVENT,德翔台北貨輪事件
147,EVENT,臺南大地震
5089,EVENT,五二○
9739,EVENT,第 9 屆第 3 會期第 13 次院會
8504,EVENT,麥寮事件
7040,EVENT,瑪琳事件
8136,EVENT,第 9 屆第 3 會期第 9 次院會
3801,EVENT,財審會
8181,EVENT,311 大地震
3809,EVENT,臺北市世大運
7797,GPE,義大利
1420,GPE,澎湖
7091,GPE,遠東
1518,GPE,中華民國
1819,GPE,雲林
7322,GPE,基隆南港
1711,GPE,林佳龍
1715,GPE,法國
1270,GPE,南韓
1777,GPE,丹麥
7121,GPE,新南
1790,GPE,柏林
1816,GPE,苗栗
1824,GPE,新竹
7637,GPE,臺南市
1,GPE,台灣
8028,GPE,基隆市
907,GPE,宜蘭
8091,GPE,日方
982,GPE,台南
990,GPE,新北
8056,GPE,六龜
8049,GPE,福島
1042,GPE,高雄
1048,GPE,臺北
1247,GPE,香港
1050,GPE,臺東
1074,GPE,臺中縣
1085,GPE,連江
1090,GPE,臺東縣
1091,GPE,嘉義
1127,GPE,菲律賓
1144,GPE,印尼
1156,GPE,越南
7060,GPE,新加坡
1057,GPE,臺中市
1846,GPE,屏東
7034,GPE,臺南
1900,GPE,南港舊莊
5875,GPE,武陵
3022,GPE,中華
3096,GPE,成都
3137,GPE,關西
3163,GPE,巴黎
5556,GPE,哥斯大黎加
3214,GPE,中華臺北
5532,GPE,墨西哥
6094,GPE,台中
3351,GPE,臺中
3508,GPE,泰國
4832,GPE,韓國
4812,GPE,德國
4805,GPE,南非
3825,GPE,桃園
3879,GPE,高雄市
4618,GPE,冰島
9842,GPE,福利及
5052,GPE,加拿大
1889,GPE,金門
2807,GPE,中華民國台灣
2484,GPE,日本
1958,GPE,中國大陸
2000,GPE,旭東
6888,GPE,彰化
2045,GPE,馬祖
2065,GPE,兩岸
2075,GPE,中國
2084,GPE,美國
2093,GPE,美方
2485,GPE,挪威
6799,GPE,內湖南港區
2201,GPE,芬蘭
2232,GPE,花蓮縣
2264,GPE,花蓮
6641,GPE,南投
6608,GPE,南投縣
6591,GPE,臺北市內湖
2427,GPE,中華民國臺灣
2470,GPE,日澳
6707,GPE,南港區
875,GPE,北市
7156,GPE,韓流
8519,GPE,雲林縣政府
8400,GPE,五指山
245,GPE,臺灣
8470,GPE,麥寮
211,GPE,新北市
643,GPE,台東
31,GPE,內湖區
9157,GPE,柯 P 
657,GPE,汐止
8231,GPE,東信路
685,GPE,智利
189,GPE,基隆
726,GPE,大陸
8721,GPE,多明尼加
8995,GPE,基法
8191,GPE,社頭鄉
26,GPE,台北市
29,GPE,南港
590,GPE,臺北市
36,GPE,內湖
9215,GPE,台北市內湖區
497,GPE,浮洲
9308,GPE,王功
8741,GPE,非洲
522,GPE,台北
8162,GPE,彰化縣
867,GPE,臺北市市區
7706,LAW,第 32 條
567,LAW,勞基法
8602,LAW,毒性化學物質管理法
9073,LAW,商港法
4723,LAW,勞基法修正案
7716,LAW,電業法
7722,LAW,民法
3586,LAW,蒙哥馬利大兵法案
1411,LAW,海洋委員會組織法
6837,LAW,醫師法
2064,LAW,促轉條例
3538,LAW,遠傳
1723,LAW,食物銀行法
7758,LAW,第 51 條
1733,LAW,廢清法
7138,LAW,監督條例
7125,LAW,中華民國憲法
7108,LAW,長照法
8874,LAW,原住民族語言發展法草案
8878,LAW,公務人員任用法
8893,LAW,民事訴訟法
8899,LAW,憲法
8960,LAW,公立學校教職員退休撫卹條例草案
7613,LAW,關稅法
7149,LAW,兩岸條例
5300,LAW,海岸法
9828,LAW,森林法第 47 條
2975,LAW,台中空污法
8254,LAW,美利堅合眾國聯合發展暨共同防禦條約
8131,LAW,反族群歧視法草案
3077,LAW,礦業法
6524,LAW,菸酒稅法
6502,LAW,國家保防工作法
8107,LAW,族群平等法草案
2616,LAW,海洋署組織條例
7768,LAW,立法院職權行使法
9117,LAW,土地法
4685,LAW,建築法
9093,LAW,考試院組織法
9810,LAW,電業法第 31 條
2571,LOC,北海岸
9218,LOC,台北市內湖區
6530,LOC,大湖
892,LOC,康寧路
1749,LOC,歐美
929,LOC,陽光街
8229,LOC,東信路
914,LOC,中山北路
911,LOC,港墘路
1136,LOC,東南亞
957,LOC,內湖路
5312,LOC,東海岸
8361,LOC,五指山
8047,LOC,日本福島
613,LOC,欣湖
6708,LOC,研究院路
1425,LOC,石門洞
1427,LOC,富貴角
1487,LOC,亞洲
30,LOC,大台北都會區
5458,LOC,兩岸
259,LOC,大台北地區
6782,LOC,南港
6629,LOC,內湖
838,LOC,建國南路
38,LOC,基隆河
7045,LOC,台南
7585,LOC,福島
2658,LOC,北台灣
8630,LOC,非洲
5477,LOC,東北亞
6854,NORP,中藥
2060,NORP,中華民
6569,NORP,中國
2079,NORP,美方
6586,NORP,亞洲
6817,NORP,中醫
2298,NORP,東華
6872,NORP,中華
7124,NORP,陸客
6268,NORP,兩岸人
717,NORP,台灣
1195,NORP,臺灣人
1162,NORP,越南籍
7846,NORP,日本
1145,NORP,印尼籍
8224,NORP,日本人
1237,NORP,印尼
3577,NORP,美國
4494,NORP,台灣人
1229,NORP,臺灣
8841,NORP,德國
1770,NORP,義大利
6065,ORG,臺電
6244,ORG,北科大
5682,ORG,中興票券
4565,ORG,外交部
4552,ORG,健保署
6231,ORG,考試院
6214,ORG,監察院
9287,ORG,成大
5683,ORG,復華金控
6113,ORG,台電公司發電處
5687,ORG,中華開發
9264,ORG,行政部門
4536,ORG,台北大醫院
5717,ORG,高雄市勞工局
4336,ORG,臺灣綜合研究院
4499,ORG,陸委會
9830,ORG,水利署
4383,ORG,勞保基金
5892,ORG,鼓山分局
5959,ORG,中鋼砂原
5962,ORG,台塑
4412,ORG,勞工局
5969,ORG,中鋼
4504,ORG,全國新移民協會關懷協會
5297,ORG,觀光局
4636,ORG,勞動部勞保局
4643,ORG,內政部營建署
5183,ORG,民進黨民調中心
9750,ORG,高雄地方法院
9746,ORG,國安
5080,ORG,兒科醫學會
5071,ORG,基層醫療協會
5012,ORG,全聯會
5522,ORG,工會
4962,ORG,社家署
5528,ORG,華潔
4944,ORG,社會局
4921,ORG,衛福部社家署
9723,ORG,國稅局
9590,ORG,環保署毒物及化學物質局
5196,ORG,民主進步黨
5548,ORG,華潔洗滌公司
5549,ORG,桃市產總
4849,ORG,國發院
9526,ORG,鴻彰農場
4841,ORG,台積電
9475,ORG,台數科併東森
9757,ORG,臺東縣議會
9416,ORG,鴻彰蛋場
4830,ORG,行政院研考會
5617,ORG,勞工團體
5673,ORG,工總
9818,ORG,國家發展委員會
4691,ORG,民航局
5674,ORG,利浦
4861,ORG,臺綜院
8144,ORG,基隆市政府
6825,ORG,中國醫藥學院
6295,ORG,台北科技大學
7708,ORG,金融監督
7701,ORG,議事處
7669,ORG,臺南市政府
7668,ORG,台北地院
7660,ORG,國家通訊傳播委員會
7658,ORG, IPO 
7655,ORG,衛生福利部
7754,ORG,臺南市政府衛生局
8607,ORG,銓敘部
7324,ORG,台鐵
8623,ORG,國發會
8652,ORG,外交部亞
4329,ORG,勞保局
7077,ORG,臺大
8881,ORG,臺中市政府
8900,ORG,明台產物保險股份有限公司
7349,ORG,高工局
8922,ORG,林管處
8539,ORG,環保署毒物局
7891,ORG,農委會藥毒所
8152,ORG,臺中市臨時工廠
8090,ORG,高雄市慈心富麗農村協會
8203,ORG,金改革行
8066,ORG,農會
8051,ORG,民進黨黨團
8215,ORG,司法及法制委員會
8239,ORG,院會
7794,ORG,郵政工會
8305,ORG,文化部
8034,ORG,修憲委員會
8495,ORG,中央行政院
8019,ORG,立法院教育及文化委員會
8018,ORG,致理技術學院
8513,ORG,麥寮廠
8015,ORG,國民黨黨團
7995,ORG,美國貿易代表署（USTR
