,Class,NER
2993,EVENT,世大運
1399,EVENT,耘海輪事件
147,EVENT,臺南大地震
3809,EVENT,臺北市世大運
3801,EVENT,財審會
1449,EVENT,德翔台北貨輪事件
5089,EVENT,五二○
1074,GPE,臺中縣
1085,GPE,連江
1090,GPE,臺東縣
1127,GPE,菲律賓
1057,GPE,臺中市
1144,GPE,印尼
3137,GPE,關西
1156,GPE,越南
1091,GPE,嘉義
1050,GPE,臺東
1042,GPE,高雄
3096,GPE,成都
3163,GPE,巴黎
3214,GPE,中華臺北
990,GPE,新北
907,GPE,宜蘭
3351,GPE,臺中
875,GPE,北市
867,GPE,臺北市市區
3508,GPE,泰國
726,GPE,大陸
685,GPE,智利
657,GPE,汐止
643,GPE,台東
3825,GPE,桃園
1048,GPE,臺北
1247,GPE,香港
1,GPE,台灣
1270,GPE,南韓
2065,GPE,兩岸
2075,GPE,中國
2045,GPE,馬祖
2084,GPE,美國
2000,GPE,旭東
2093,GPE,美方
1958,GPE,中國大陸
2201,GPE,芬蘭
2232,GPE,花蓮縣
2264,GPE,花蓮
1900,GPE,南港舊莊
1889,GPE,金門
1846,GPE,屏東
3022,GPE,中華
1824,GPE,新竹
1816,GPE,苗栗
1790,GPE,柏林
1777,GPE,丹麥
2427,GPE,中華民國臺灣
2470,GPE,日澳
2484,GPE,日本
2485,GPE,挪威
1715,GPE,法國
1711,GPE,林佳龍
1518,GPE,中華民國
2807,GPE,中華民國台灣
1420,GPE,澎湖
3879,GPE,高雄市
1819,GPE,雲林
590,GPE,臺北市
982,GPE,台南
497,GPE,浮洲
522,GPE,台北
4812,GPE,德國
211,GPE,新北市
4618,GPE,冰島
189,GPE,基隆
5052,GPE,加拿大
4805,GPE,南非
245,GPE,臺灣
36,GPE,內湖
31,GPE,內湖區
29,GPE,南港
26,GPE,台北市
5532,GPE,墨西哥
5556,GPE,哥斯大黎加
4832,GPE,韓國
4685,LAW,建築法
4723,LAW,勞基法修正案
2975,LAW,台中空污法
567,LAW,勞基法
1411,LAW,海洋委員會組織法
1723,LAW,食物銀行法
1733,LAW,廢清法
5300,LAW,海岸法
3077,LAW,礦業法
2616,LAW,海洋署組織條例
2064,LAW,促轉條例
3538,LAW,遠傳
3586,LAW,蒙哥馬利大兵法案
1136,LOC,東南亞
30,LOC,大台北都會區
838,LOC,建國南路
1749,LOC,歐美
1425,LOC,石門洞
1487,LOC,亞洲
2571,LOC,北海岸
5458,LOC,兩岸
957,LOC,內湖路
38,LOC,基隆河
929,LOC,陽光街
914,LOC,中山北路
911,LOC,港墘路
892,LOC,康寧路
613,LOC,欣湖
5312,LOC,東海岸
2658,LOC,北台灣
259,LOC,大台北地區
5477,LOC,東北亞
1427,LOC,富貴角
1145,NORP,印尼籍
717,NORP,台灣
3577,NORP,美國
1229,NORP,臺灣
1237,NORP,印尼
1770,NORP,義大利
1162,NORP,越南籍
1195,NORP,臺灣人
2298,NORP,東華
2079,NORP,美方
4494,NORP,台灣人
2060,NORP,中華民
4217,ORG,中央銀行
5183,ORG,民進黨民調中心
2559,ORG,海巡署
2555,ORG,漁業署
2467,ORG,世界衛生大會（WHA
2521,ORG,中央部會
2497,ORG,國民黨團
5071,ORG,基層醫療協會
5080,ORG,兒科醫學會
4284,ORG,中油公司
5012,ORG,全聯會
4198,ORG,臺灣金控
4280,ORG,中國輸出入銀行
2511,ORG,社福基金
5196,ORG,民主進步黨
3465,ORG,未來防治中心
5297,ORG,觀光局
4020,ORG,台電公司
5549,ORG,桃市產總
5548,ORG,華潔洗滌公司
