,Class,NER
8504,EVENT,麥寮事件
5089,EVENT,五二○
8044,EVENT,第 9 屆第 3 會期第 9 次會議
8136,EVENT,第 9 屆第 3 會期第 9 次院會
7756,EVENT,第 8 次程序委員會會議
8181,EVENT,311 大地震
1449,EVENT,德翔台北貨輪事件
1399,EVENT,耘海輪事件
147,EVENT,臺南大地震
3809,EVENT,臺北市世大運
10475,EVENT,院會
3801,EVENT,財審會
7040,EVENT,瑪琳事件
9739,EVENT,第 9 屆第 3 會期第 13 次院會
2993,EVENT,世大運
1091,GPE,嘉義
5875,GPE,武陵
8162,GPE,彰化縣
990,GPE,新北
6094,GPE,台中
982,GPE,台南
8191,GPE,社頭鄉
1518,GPE,中華民國
8056,GPE,六龜
8049,GPE,福島
8721,GPE,多明尼加
1711,GPE,林佳龍
907,GPE,宜蘭
1715,GPE,法國
8091,GPE,日方
1420,GPE,澎湖
3508,GPE,泰國
1042,GPE,高雄
1085,GPE,連江
1127,GPE,菲律賓
1074,GPE,臺中縣
1057,GPE,臺中市
1050,GPE,臺東
1048,GPE,臺北
1144,GPE,印尼
1156,GPE,越南
8519,GPE,雲林縣政府
8028,GPE,基隆市
1247,GPE,香港
8470,GPE,麥寮
8400,GPE,五指山
6641,GPE,南投
8231,GPE,東信路
1090,GPE,臺東縣
1,GPE,台灣
4618,GPE,冰島
1777,GPE,丹麥
2201,GPE,芬蘭
2232,GPE,花蓮縣
2264,GPE,花蓮
7091,GPE,遠東
7060,GPE,新加坡
7034,GPE,臺南
3096,GPE,成都
2427,GPE,中華民國臺灣
7121,GPE,新南
3022,GPE,中華
2484,GPE,日本
2485,GPE,挪威
6888,GPE,彰化
6799,GPE,內湖南港區
6591,GPE,臺北市內湖
2807,GPE,中華民國台灣
6608,GPE,南投縣
6707,GPE,南港區
2470,GPE,日澳
7156,GPE,韓流
7322,GPE,基隆南港
2093,GPE,美方
8741,GPE,非洲
1790,GPE,柏林
1816,GPE,苗栗
1819,GPE,雲林
1824,GPE,新竹
7797,GPE,義大利
1846,GPE,屏東
1889,GPE,金門
1900,GPE,南港舊莊
1958,GPE,中國大陸
3214,GPE,中華臺北
2000,GPE,旭東
2045,GPE,馬祖
3163,GPE,巴黎
7637,GPE,臺南市
2065,GPE,兩岸
2075,GPE,中國
2084,GPE,美國
3137,GPE,關西
3351,GPE,臺中
875,GPE,北市
1270,GPE,南韓
5532,GPE,墨西哥
9157,GPE,柯 P 
189,GPE,基隆
643,GPE,台東
9842,GPE,福利及
8995,GPE,基法
657,GPE,汐止
10305,GPE,台中市
685,GPE,智利
211,GPE,新北市
867,GPE,臺北市市區
5556,GPE,哥斯大黎加
726,GPE,大陸
245,GPE,臺灣
3825,GPE,桃園
4832,GPE,韓國
4812,GPE,德國
10976,GPE,苗栗三義
11066,GPE,台灣中華民國
26,GPE,台北市
9215,GPE,台北市內湖區
522,GPE,台北
5052,GPE,加拿大
497,GPE,浮洲
29,GPE,南港
10010,GPE,桃園楊梅
36,GPE,內湖
590,GPE,臺北市
9308,GPE,王功
4805,GPE,南非
31,GPE,內湖區
3879,GPE,高雄市
7768,LAW,立法院職權行使法
5300,LAW,海岸法
1733,LAW,廢清法
1723,LAW,食物銀行法
8107,LAW,族群平等法草案
8131,LAW,反族群歧視法草案
9828,LAW,森林法第 47 條
7758,LAW,第 51 條
8878,LAW,公務人員任用法
7716,LAW,電業法
2616,LAW,海洋署組織條例
6837,LAW,醫師法
2975,LAW,台中空污法
4685,LAW,建築法
3077,LAW,礦業法
4723,LAW,勞基法修正案
6524,LAW,菸酒稅法
7108,LAW,長照法
7125,LAW,中華民國憲法
7138,LAW,監督條例
7149,LAW,兩岸條例
10355,LAW,藥事法
6502,LAW,國家保防工作法
2064,LAW,促轉條例
10251,LAW,巴賽爾公約
10115,LAW,消保法
7706,LAW,第 32 條
7722,LAW,民法
7613,LAW,關稅法
9810,LAW,電業法第 31 條
8254,LAW,美利堅合眾國聯合發展暨共同防禦條約
8893,LAW,民事訴訟法
8602,LAW,毒性化學物質管理法
8960,LAW,公立學校教職員退休撫卹條例草案
1411,LAW,海洋委員會組織法
3586,LAW,蒙哥馬利大兵法案
9073,LAW,商港法
8899,LAW,憲法
567,LAW,勞基法
3538,LAW,遠傳
8874,LAW,原住民族語言發展法草案
9093,LAW,考試院組織法
9117,LAW,土地法
259,LOC,大台北地區
1136,LOC,東南亞
8630,LOC,非洲
613,LOC,欣湖
7045,LOC,台南
10661,LOC,歐洲
7585,LOC,福島
1487,LOC,亞洲
8361,LOC,五指山
957,LOC,內湖路
929,LOC,陽光街
30,LOC,大台北都會區
914,LOC,中山北路
911,LOC,港墘路
2571,LOC,北海岸
892,LOC,康寧路
2658,LOC,北台灣
838,LOC,建國南路
6782,LOC,南港
6708,LOC,研究院路
11055,LOC,大陸
6530,LOC,大湖
38,LOC,基隆河
6629,LOC,內湖
9218,LOC,台北市內湖區
1427,LOC,富貴角
1425,LOC,石門洞
1749,LOC,歐美
8047,LOC,日本福島
5477,LOC,東北亞
8229,LOC,東信路
5458,LOC,兩岸
5312,LOC,東海岸
9860,NORP,英國
1770,NORP,義大利
717,NORP,台灣
7124,NORP,陸客
2298,NORP,東華
10539,NORP,老美
6268,NORP,兩岸人
1145,NORP,印尼籍
6872,NORP,中華
6854,NORP,中藥
6569,NORP,中國
6817,NORP,中醫
6586,NORP,亞洲
8841,NORP,德國
8224,NORP,日本人
2079,NORP,美方
4494,NORP,台灣人
1162,NORP,越南籍
1229,NORP,臺灣
1237,NORP,印尼
2060,NORP,中華民
7846,NORP,日本
1195,NORP,臺灣人
3577,NORP,美國
5528,ORG,華潔
6421,ORG,衛生局
6533,ORG,國健署
6550,ORG,台北市衛生局
6394,ORG,成醫院
5969,ORG,中鋼
6065,ORG,臺電
4962,ORG,社家署
6244,ORG,北科大
6231,ORG,考試院
6557,ORG,桃園市社會局
5717,ORG,高雄市勞工局
6358,ORG,北科
5962,ORG,台塑
5522,ORG,工會
6379,ORG,立院
5012,ORG,全聯會
6113,ORG,台電公司發電處
5617,ORG,勞工團體
5071,ORG,基層醫療協會
4636,ORG,勞動部勞保局
6595,ORG,民進黨立院黨團
6214,ORG,監察院
5196,ORG,民主進步黨
4691,ORG,民航局
4861,ORG,臺綜院
4849,ORG,國發院
5548,ORG,華潔洗滌公司
5297,ORG,觀光局
5673,ORG,工總
5959,ORG,中鋼砂原
5674,ORG,利浦
5682,ORG,中興票券
4944,ORG,社會局
4841,ORG,台積電
6305,ORG,景文大學餐飲系
4921,ORG,衛福部社家署
5892,ORG,鼓山分局
4830,ORG,行政院研考會
