,Class,NER
147,EVENT,臺南大地震
5089,EVENT,五二○
7756,EVENT,第 8 次程序委員會會議
2993,EVENT,世大運
1399,EVENT,耘海輪事件
3801,EVENT,財審會
3809,EVENT,臺北市世大運
1449,EVENT,德翔台北貨輪事件
7040,EVENT,瑪琳事件
1,GPE,台灣
657,GPE,汐止
2084,GPE,美國
2075,GPE,中國
2065,GPE,兩岸
2045,GPE,馬祖
726,GPE,大陸
2000,GPE,旭東
685,GPE,智利
2093,GPE,美方
2232,GPE,花蓮縣
1958,GPE,中國大陸
643,GPE,台東
2264,GPE,花蓮
2427,GPE,中華民國臺灣
2470,GPE,日澳
2484,GPE,日本
2485,GPE,挪威
2807,GPE,中華民國台灣
590,GPE,臺北市
3022,GPE,中華
3096,GPE,成都
2201,GPE,芬蘭
1900,GPE,南港舊莊
1824,GPE,新竹
1846,GPE,屏東
1127,GPE,菲律賓
1091,GPE,嘉義
1090,GPE,臺東縣
1085,GPE,連江
1074,GPE,臺中縣
1057,GPE,臺中市
1050,GPE,臺東
1048,GPE,臺北
1042,GPE,高雄
1247,GPE,香港
1270,GPE,南韓
990,GPE,新北
982,GPE,台南
1420,GPE,澎湖
1518,GPE,中華民國
1711,GPE,林佳龍
1715,GPE,法國
907,GPE,宜蘭
1777,GPE,丹麥
1790,GPE,柏林
1816,GPE,苗栗
875,GPE,北市
867,GPE,臺北市市區
1819,GPE,雲林
3137,GPE,關西
1889,GPE,金門
1156,GPE,越南
3163,GPE,巴黎
3351,GPE,臺中
6641,GPE,南投
245,GPE,臺灣
6707,GPE,南港區
3214,GPE,中華臺北
6799,GPE,內湖南港區
6888,GPE,彰化
189,GPE,基隆
7034,GPE,臺南
7060,GPE,新加坡
7091,GPE,遠東
7121,GPE,新南
7156,GPE,韓流
7322,GPE,基隆南港
7637,GPE,臺南市
36,GPE,內湖
31,GPE,內湖區
29,GPE,南港
26,GPE,台北市
7797,GPE,義大利
6608,GPE,南投縣
6591,GPE,臺北市內湖
211,GPE,新北市
1144,GPE,印尼
497,GPE,浮洲
3879,GPE,高雄市
4618,GPE,冰島
522,GPE,台北
3825,GPE,桃園
4812,GPE,德國
4832,GPE,韓國
4805,GPE,南非
5532,GPE,墨西哥
5556,GPE,哥斯大黎加
5875,GPE,武陵
6094,GPE,台中
3508,GPE,泰國
5052,GPE,加拿大
7758,LAW,第 51 條
7768,LAW,立法院職權行使法
3538,LAW,遠傳
7722,LAW,民法
3586,LAW,蒙哥馬利大兵法案
7716,LAW,電業法
2975,LAW,台中空污法
7706,LAW,第 32 條
7613,LAW,關稅法
6502,LAW,國家保防工作法
2616,LAW,海洋署組織條例
7149,LAW,兩岸條例
7138,LAW,監督條例
2064,LAW,促轉條例
7108,LAW,長照法
1723,LAW,食物銀行法
1733,LAW,廢清法
4685,LAW,建築法
4723,LAW,勞基法修正案
