,Class,NER
147,EVENT,臺南大地震
1399,EVENT,耘海輪事件
1449,EVENT,德翔台北貨輪事件
1090,GPE,臺東縣
1085,GPE,連江
1074,GPE,臺中縣
1057,GPE,臺中市
1050,GPE,臺東
1048,GPE,臺北
1091,GPE,嘉義
1,GPE,台灣
982,GPE,台南
875,GPE,北市
867,GPE,臺北市市區
726,GPE,大陸
685,GPE,智利
657,GPE,汐止
643,GPE,台東
590,GPE,臺北市
990,GPE,新北
1042,GPE,高雄
1127,GPE,菲律賓
1144,GPE,印尼
1900,GPE,南港舊莊
1889,GPE,金門
1846,GPE,屏東
1824,GPE,新竹
1819,GPE,雲林
1816,GPE,苗栗
1790,GPE,柏林
1777,GPE,丹麥
1715,GPE,法國
1711,GPE,林佳龍
1518,GPE,中華民國
1420,GPE,澎湖
1270,GPE,南韓
1247,GPE,香港
1156,GPE,越南
522,GPE,台北
497,GPE,浮洲
907,GPE,宜蘭
1958,GPE,中國大陸
211,GPE,新北市
245,GPE,臺灣
36,GPE,內湖
31,GPE,內湖區
29,GPE,南港
26,GPE,台北市
189,GPE,基隆
567,LAW,勞基法
1723,LAW,食物銀行法
1411,LAW,海洋委員會組織法
1733,LAW,廢清法
838,LOC,建國南路
911,LOC,港墘路
914,LOC,中山北路
929,LOC,陽光街
1487,LOC,亞洲
957,LOC,內湖路
1749,LOC,歐美
892,LOC,康寧路
1425,LOC,石門洞
30,LOC,大台北都會區
1136,LOC,東南亞
38,LOC,基隆河
1427,LOC,富貴角
259,LOC,大台北地區
613,LOC,欣湖
1229,NORP,臺灣
1237,NORP,印尼
1195,NORP,臺灣人
1145,NORP,印尼籍
717,NORP,台灣
1770,NORP,義大利
1162,NORP,越南籍
1269,ORG,印尼外勞署
94,ORG,衛福部健保署
1273,ORG,印尼外勞發展署
1841,ORG,臺北市議會
1924,ORG,中信集團
122,ORG,全國醫師公會全聯會
1213,ORG,22K 
1157,ORG,東協
1947,ORG,國民黨
327,ORG,司法院
149,ORG,高雄瑞安國小
156,ORG,內政部
1258,ORG,歐盟
1286,ORG,星巴克
1418,ORG,海洋保育署
1374,ORG,國會
1828,ORG,健保局
1820,ORG,教育部國教署
1867,ORG,衛福部心口司
5,ORG,疾管署
1781,ORG,社環委員會
4,ORG,教育部
1775,ORG,衛福部食藥署
1731,ORG,聯合國
1909,ORG,竹科
1707,ORG,中研院倫理委員會
1647,ORG,衛福部國衛院
1613,ORG,中研院
1611,ORG,中央研究院
1607,ORG,國衛院
1562,ORG,矯正司
1555,ORG,警政署
1521,ORG,法務部
1502,ORG,醫策會
1458,ORG,衛福部醫事司
163,ORG,台北市議會
1434,ORG,平台船
6,ORG,衛福部
1404,ORG,海洋委員會
1330,ORG,勞團
53,ORG,衛福部疾管署
334,ORG,中選會
130,ORG,CDC 
729,ORG, OECD 
493,ORG,日勝生
712,ORG,環保署空保處
708,ORG,研考會
705,ORG,大安區學校
515,ORG,政府
517,ORG,臺灣鐵路管理局
668,ORG,行政院主計處
285,ORG,民進黨
646,ORG,欣雄
644,ORG,退輔會事業處
191,ORG,立法院
525,ORG,勞檢處
633,ORG,農委會
620,ORG,退輔會
619,ORG,欣南
618,ORG,新境界文教基金會
532,ORG,教部
601,ORG,東華大學
746,ORG,交通部
785,ORG,國大
542,ORG,勞動部
449,ORG,環保署
1017,ORG,托兒所
808,ORG,台北市政府
451,ORG,台北市政府環保局
346,ORG,台電
958,ORG,衛福部疾病管理署
460,ORG,建管處
465,ORG,營建署
402,ORG,經濟部
201,ORG,晶華酒店
888,ORG,台北市內科
877,ORG,台北市政府交通局
213,ORG,中央
193,ORG,行政院
856,ORG,高公局
1952,ORG,托育中心
344,PERSON,炳利
1722,PERSON,子敬
32,PERSON,吳志揚
366,PERSON,玲慧
531,PERSON,倩蒨
467,PERSON,國彥
524,PERSON,李彥秀
1750,PERSON,鄭簡任
1753,PERSON,維智
308,PERSON,光華
1825,PERSON,陳瑩
10,PERSON,彥秀
311,PERSON,太郎
533,PERSON,雄文
468,PERSON,明機
429,PERSON,賴士葆
484,PERSON,盛忠
187,PERSON,王寒流
288,PERSON,尤美女
1038,PERSON,鳳鳴
1018,PERSON,慧娟
148,PERSON,威仁
995,PERSON,玉春
124,PERSON,三桂
1146,PERSON,佳鈞
123,PERSON,陳曼麗
941,PERSON,建宇
1179,PERSON,景寧
1194,PERSON,芳文
889,PERSON,郝龍斌
767,PERSON,柯文哲
1313,PERSON,林全
1349,PERSON,孔子
1365,PERSON,陳水扁
69,PERSON,丙煌
260,PERSON,善政
60,PERSON,旭崧
653,PERSON,咸亨
1471,PERSON,淑芬
287,PERSON,義周
1491,PERSON,宗曦
1509,PERSON,明仁
1602,PERSON,惠鈞
1605,PERSON,宏哲
617,PERSON,翔龍
605,PERSON,萬安
1656,PERSON,浩鼎案
642,PERSON,馬英九
