,Class,NER
8504,EVENT,麥寮事件
8044,EVENT,第 9 屆第 3 會期第 9 次會議
147,EVENT,臺南大地震
7756,EVENT,第 8 次程序委員會會議
3809,EVENT,臺北市世大運
3801,EVENT,財審會
5089,EVENT,五二○
8136,EVENT,第 9 屆第 3 會期第 9 次院會
2993,EVENT,世大運
7040,EVENT,瑪琳事件
1399,EVENT,耘海輪事件
8181,EVENT,311 大地震
1449,EVENT,德翔台北貨輪事件
1042,GPE,高雄
1048,GPE,臺北
1074,GPE,臺中縣
1057,GPE,臺中市
1085,GPE,連江
1090,GPE,臺東縣
1091,GPE,嘉義
1127,GPE,菲律賓
3508,GPE,泰國
1050,GPE,臺東
990,GPE,新北
1,GPE,台灣
3825,GPE,桃園
6094,GPE,台中
1715,GPE,法國
726,GPE,大陸
5556,GPE,哥斯大黎加
5532,GPE,墨西哥
867,GPE,臺北市市區
875,GPE,北市
5052,GPE,加拿大
4832,GPE,韓國
4812,GPE,德國
4805,GPE,南非
907,GPE,宜蘭
4618,GPE,冰島
9215,GPE,台北市內湖區
3879,GPE,高雄市
982,GPE,台南
1144,GPE,印尼
1156,GPE,越南
3214,GPE,中華臺北
2075,GPE,中國
2065,GPE,兩岸
2045,GPE,馬祖
2000,GPE,旭東
1958,GPE,中國大陸
1900,GPE,南港舊莊
2084,GPE,美國
1889,GPE,金門
1846,GPE,屏東
1824,GPE,新竹
1819,GPE,雲林
1816,GPE,苗栗
1790,GPE,柏林
1777,GPE,丹麥
1518,GPE,中華民國
3351,GPE,臺中
1420,GPE,澎湖
2201,GPE,芬蘭
685,GPE,智利
3163,GPE,巴黎
3137,GPE,關西
3096,GPE,成都
3022,GPE,中華
2807,GPE,中華民國台灣
2093,GPE,美方
1247,GPE,香港
2485,GPE,挪威
2484,GPE,日本
2470,GPE,日澳
2427,GPE,中華民國臺灣
2264,GPE,花蓮
2232,GPE,花蓮縣
1270,GPE,南韓
657,GPE,汐止
5875,GPE,武陵
