,Class,NER
7756,EVENT,第 8 次程序委員會會議
147,EVENT,臺南大地震
12554,EVENT,戴奧辛雞蛋事件風暴
8181,EVENT,311 大地震
8044,EVENT,第 9 屆第 3 會期第 9 次會議
12714,EVENT,玉山論壇
3809,EVENT,臺北市世大運
2993,EVENT,世大運
1399,EVENT,耘海輪事件
5089,EVENT,五二○
12561,EVENT,戴奧辛雞蛋事件
7040,EVENT,瑪琳事件
1449,EVENT,德翔台北貨輪事件
11478,EVENT,國安危機
10475,EVENT,院會
8504,EVENT,麥寮事件
8136,EVENT,第 9 屆第 3 會期第 9 次院會
11329,EVENT,三一九槍擊案
13040,EVENT,尼伯特颱風
13055,EVENT,蘇迪勒颱風
3801,EVENT,財審會
9739,EVENT,第 9 屆第 3 會期第 13 次院會
1715,GPE,法國
1,GPE,台灣
6641,GPE,南投
6707,GPE,南港區
1777,GPE,丹麥
1790,GPE,柏林
1816,GPE,苗栗
1819,GPE,雲林
1824,GPE,新竹
1846,GPE,屏東
8741,GPE,非洲
1889,GPE,金門
1900,GPE,南港舊莊
6608,GPE,南投縣
1711,GPE,林佳龍
1420,GPE,澎湖
6591,GPE,臺北市內湖
10010,GPE,桃園楊梅
9842,GPE,福利及
1042,GPE,高雄
1048,GPE,臺北
1050,GPE,臺東
1057,GPE,臺中市
1074,GPE,臺中縣
1085,GPE,連江
1090,GPE,臺東縣
1091,GPE,嘉義
1127,GPE,菲律賓
1144,GPE,印尼
1156,GPE,越南
1247,GPE,香港
1270,GPE,南韓
9308,GPE,王功
3351,GPE,臺中
9157,GPE,柯 P 
1518,GPE,中華民國
8995,GPE,基法
8721,GPE,多明尼加
2045,GPE,馬祖
8519,GPE,雲林縣政府
2484,GPE,日本
2485,GPE,挪威
8028,GPE,基隆市
6888,GPE,彰化
7797,GPE,義大利
2807,GPE,中華民國台灣
3508,GPE,泰國
7637,GPE,臺南市
2470,GPE,日澳
3022,GPE,中華
3096,GPE,成都
7322,GPE,基隆南港
7156,GPE,韓流
3137,GPE,關西
3163,GPE,巴黎
3214,GPE,中華臺北
7121,GPE,新南
7091,GPE,遠東
7034,GPE,臺南
1958,GPE,中國大陸
8049,GPE,福島
8056,GPE,六龜
2000,GPE,旭東
6799,GPE,內湖南港區
8470,GPE,麥寮
990,GPE,新北
8400,GPE,五指山
2065,GPE,兩岸
3879,GPE,高雄市
2075,GPE,中國
2427,GPE,中華民國臺灣
2084,GPE,美國
2093,GPE,美方
8231,GPE,東信路
8191,GPE,社頭鄉
8162,GPE,彰化縣
2201,GPE,芬蘭
2232,GPE,花蓮縣
2264,GPE,花蓮
8091,GPE,日方
3825,GPE,桃園
982,GPE,台南
9215,GPE,台北市內湖區
7060,GPE,新加坡
685,GPE,智利
12582,GPE,中華台北
497,GPE,浮洲
189,GPE,基隆
12546,GPE,蘇丹
5532,GPE,墨西哥
211,GPE,新北市
245,GPE,臺灣
643,GPE,台東
12340,GPE,東勢
12330,GPE,霧峰
5875,GPE,武陵
4618,GPE,冰島
12319,GPE,大雅
12187,GPE,大潭
5556,GPE,哥斯大黎加
10976,GPE,苗栗三義
12065,GPE,松山
590,GPE,臺北市
11066,GPE,台灣中華民國
4805,GPE,南非
11350,GPE,永安
4832,GPE,韓國
522,GPE,台北
11609,GPE,台南市
4812,GPE,德國
12273,GPE,泰安
726,GPE,大陸
657,GPE,汐止
11410,GPE,觀塘
29,GPE,南港
867,GPE,臺北市市區
5052,GPE,加拿大
10305,GPE,台中市
6094,GPE,台中
907,GPE,宜蘭
31,GPE,內湖區
12892,GPE,桃園市
36,GPE,內湖
26,GPE,台北市
875,GPE,北市
1733,LAW,廢清法
8960,LAW,公立學校教職員退休撫卹條例草案
12856,LAW,野保法
4685,LAW,建築法
12188,LAW,環評法
1723,LAW,食物銀行法
8893,LAW,民事訴訟法
4723,LAW,勞基法修正案
10251,LAW,巴賽爾公約
10115,LAW,消保法
8878,LAW,公務人員任用法
8874,LAW,原住民族語言發展法草案
567,LAW,勞基法
7149,LAW,兩岸條例
7138,LAW,監督條例
8254,LAW,美利堅合眾國聯合發展暨共同防禦條約
7125,LAW,中華民國憲法
2064,LAW,促轉條例
8602,LAW,毒性化學物質管理法
7108,LAW,長照法
8899,LAW,憲法
8107,LAW,族群平等法草案
8131,LAW,反族群歧視法草案
6837,LAW,醫師法
10355,LAW,藥事法
7706,LAW,第 32 條
2975,LAW,台中空污法
7716,LAW,電業法
7722,LAW,民法
3538,LAW,遠傳
7758,LAW,第 51 條
7768,LAW,立法院職權行使法
13100,LAW,女性保護公約
6502,LAW,國家保防工作法
2616,LAW,海洋署組織條例
5300,LAW,海岸法
1411,LAW,海洋委員會組織法
9810,LAW,電業法第 31 條
6524,LAW,菸酒稅法
9073,LAW,商港法
9093,LAW,考試院組織法
3586,LAW,蒙哥馬利大兵法案
3077,LAW,礦業法
9117,LAW,土地法
7613,LAW,關稅法
9828,LAW,森林法第 47 條
2571,LOC,北海岸
7045,LOC,台南
12721,LOC,玉山
8361,LOC,五指山
38,LOC,基隆河
8047,LOC,日本福島
11984,LOC,南東
5477,LOC,東北亞
12012,LOC,板橋
2658,LOC,北台灣
7585,LOC,福島
30,LOC,大台北都會區
259,LOC,大台北地區
8229,LOC,東信路
12586,LOC,東亞
5458,LOC,兩岸
5312,LOC,東海岸
6782,LOC,南港
838,LOC,建國南路
10661,LOC,歐洲
1136,LOC,東南亞
6629,LOC,內湖
892,LOC,康寧路
1749,LOC,歐美
6530,LOC,大湖
1487,LOC,亞洲
613,LOC,欣湖
911,LOC,港墘路
11055,LOC,大陸
914,LOC,中山北路
6708,LOC,研究院路
1427,LOC,富貴角
929,LOC,陽光街
957,LOC,內湖路
11352,LOC,南海
1425,LOC,石門洞
9218,LOC,台北市內湖區
8630,LOC,非洲
1229,NORP,臺灣
7846,NORP,日本
1195,NORP,臺灣人
3577,NORP,美國
6872,NORP,中華
10539,NORP,老美
1237,NORP,印尼
1162,NORP,越南籍
1145,NORP,印尼籍
6569,NORP,中國
6854,NORP,中藥
6586,NORP,亞洲
6268,NORP,兩岸人
4494,NORP,台灣人
7124,NORP,陸客
2079,NORP,美方
717,NORP,台灣
8841,NORP,德國
8224,NORP,日本人
12099,NORP,國民黨
1770,NORP,義大利
2060,NORP,中華民
9860,NORP,英國
2298,NORP,東華
6817,NORP,中醫
11802,NORP,台南
6941,ORG,災害防治中心
6990,ORG,CDE 
6932,ORG,國家藥審中心
5196,ORG,民主進步黨
6379,ORG,立院
6922,ORG,災害防救中心
6983,ORG,藝術中心
6214,ORG,監察院
5297,ORG,觀光局
6363,ORG,台中市政府
6358,ORG,北科
6295,ORG,台北科技大學
6244,ORG,北科大
6305,ORG,景文大學餐飲系
6113,ORG,台電公司發電處
6231,ORG,考試院
6277,ORG,永采烘焙坊
7001,ORG,監理處
5683,ORG,復華金控
6421,ORG,衛生局
5682,ORG,中興票券
5674,ORG,利浦
6776,ORG,台大
5673,ORG,工總
6735,ORG,聯勤總部
5617,ORG,勞工團體
5687,ORG,中華開發
5717,ORG,高雄市勞工局
6811,ORG,中央衛福部
5549,ORG,桃市產總
5892,ORG,鼓山分局
6595,ORG,民進黨立院黨團
5959,ORG,中鋼砂原
6825,ORG,中國醫藥學院
6394,ORG,成醫院
