,Class,NER
12973,EVENT,普悠瑪事件
10226,EVENT,七一三事件
196,EVENT,台中捷運
15093,EVENT,全國觀光發展會議
269,EVENT,第21 次會議
10907,EVENT,敬鵬事件
8821,EVENT,立法院院會
11672,EVENT,深澳電廠事件
11782,EVENT,全國勞工行政會議
2425,EVENT,拉法葉案
2330,EVENT,二二八事件
12039,EVENT,八仙塵爆案
2318,EVENT,二二八
2271,EVENT,肯亞案
14468,EVENT,奧運
12066,EVENT,冷戰
12093,EVENT,全國勞工行政主管聯繫會報
14395,EVENT,尼莎和海棠颱風
1779,EVENT,湯姆熊事件
13102,EVENT,花蓮事件
5829,EVENT,漢光演習
7724,EVENT, 921
7014,EVENT, 5 場公聽會
15448,EVENT,南方澳大橋事件
476,EVENT,莫拉克颱風
3171,EVENT, H1N1 
9753,EVENT,聯合國氣象變遷會議
3561,EVENT,全國反毒會議
9918,EVENT,戴奧辛毒雞蛋事件
2090,GPE,大馬
4989,GPE,宜蘭
12630,GPE,南投縣民
1824,GPE,宜蘭縣 14 區
4969,GPE,屏東
1866,GPE,以色列
4936,GPE,基隆
12074,GPE,紐西蘭
4919,GPE,枋寮
4917,GPE,嘉義
1937,GPE,首爾
1940,GPE,慕尼黑
2091,GPE,馬來西亞
4867,GPE,水里鄉
1794,GPE,臺南
12316,GPE,嘉義縣
12306,GPE,魚池
12302,GPE,斗六市
2040,GPE,陸方
2054,GPE,兩岸
2074,GPE,臺灣人
8368,GPE,挪威
12222,GPE,台中縣
3744,GPE,柬埔寨
9813,GPE,沖繩
4816,GPE,鹿谷
2011,GPE,肯亞
3159,GPE,澳洲
5166,GPE,中華
1317,GPE,南投中興新村
9705,GPE,深澳
7747,GPE,霧峰
1370,GPE,台中市
13578,GPE,臺北縣長
13565,GPE,南投縣中興新村
7758,GPE,閩南
13486,GPE,東京
4031,GPE,金門
13465,GPE,高屏
13313,GPE,彰投
1461,GPE,漢堡
1466,GPE,英國
1473,GPE,德國
1485,GPE,大陸
1493,GPE,巴拿馬
1503,GPE,義大利
1517,GPE,中國
7862,GPE,屏東縣
1558,GPE,加拿大
13145,GPE,成都
13089,GPE,林口
13053,GPE,興達
13038,GPE,大林
13031,GPE,通霄
13015,GPE,亞太
1728,GPE,臺北市
3752,GPE,柬埔
1755,GPE,林德福
4047,GPE,廈門
2239,GPE,越南
2747,GPE,印尼
4403,GPE,苗栗縣
3300,GPE,比利時
3286,GPE,法國
8963,GPE,桃園市
2855,GPE,仁愛鄉
9105,GPE,台東美麗灣
10684,GPE,雲林縣
9131,GPE,麥寮
3284,GPE,臺中
3243,GPE,韓國
4257,GPE,桃園
11149,GPE,北市
10588,GPE,觀塘
9204,GPE,安坑
3008,GPE,中華民國
9240,GPE,台中縣市
9306,GPE,臺灣省
4114,GPE,馬祖
3196,GPE,土耳其
4125,GPE,斗六
9322,GPE,信義
10114,GPE,臺南市
3146,GPE,臺北
3151,GPE,美方
4136,GPE,南投埔里
2985,GPE,福島
2689,GPE,泰國
2658,GPE,北京
2656,GPE,台北市
9940,GPE,昆山
2285,GPE,南韓
2306,GPE,菲律賓
4718,GPE,高雄市
4063,GPE,上海
12000,GPE,紐約
11977,GPE,澎湖
4080,GPE,福建
6563,GPE,日內瓦
7669,GPE,中興
11901,GPE,大埔
11898,GPE,烏坵
2357,GPE,日據
11875,GPE,台澎金馬
2385,GPE,新北市
2413,GPE,新竹
3350,GPE,巴黎
4689,GPE,花蓮
4104,GPE,倫敦
8440,GPE,恆春
4107,GPE,新德里
4659,GPE,中醫
8573,GPE,新北
2506,GPE,臺中市
8651,GPE,中寮鄉
2591,GPE,馬國
8674,GPE,鹿谷鄉
2218,GPE,埃及
7630,GPE,草屯鎮
11926,GPE,苗栗
3943,GPE,東德
846,GPE,彰化
354,GPE,玉里
912,GPE,香港
346,GPE,千葉
329,GPE,臺灣
936,GPE,新加坡
325,GPE,二水
387,GPE,彰化縣
6249,GPE,連江
7032,GPE,台南市
291,GPE,集集
14435,GPE,南投縣信義鄉
14176,GPE,溪頭
286,GPE,台東
15249,GPE,清境
225,GPE,水里
300,GPE,濁水
396,GPE,田中
397,GPE,員林
403,GPE,竹山
14440,GPE,信義鄉明德村
630,GPE,黃埔新村
650,GPE,台北
