,Class,NER
3561,EVENT,全國反毒會議
476,EVENT,莫拉克颱風
196,EVENT,台中捷運
7724,EVENT, 921
2330,EVENT,二二八事件
5829,EVENT,漢光演習
2318,EVENT,二二八
269,EVENT,第21 次會議
8821,EVENT,立法院院會
1779,EVENT,湯姆熊事件
2271,EVENT,肯亞案
2425,EVENT,拉法葉案
3171,EVENT, H1N1 
7014,EVENT, 5 場公聽會
1794,GPE,臺南
4718,GPE,高雄市
1866,GPE,以色列
4989,GPE,宜蘭
1728,GPE,臺北市
4969,GPE,屏東
4816,GPE,鹿谷
1755,GPE,林德福
1824,GPE,宜蘭縣 14 區
4936,GPE,基隆
4917,GPE,嘉義
5166,GPE,中華
4919,GPE,枋寮
4867,GPE,水里鄉
8963,GPE,桃園市
1517,GPE,中國
5641,GPE,中國大陸
7115,GPE,崇倫
7081,GPE,埔里鎮
912,GPE,香港
7080,GPE,福岡
936,GPE,新加坡
7072,GPE,大林蒲
7065,GPE,中弖
7032,GPE,台南市
7006,GPE,台南
1125,GPE,美國
1558,GPE,加拿大
6563,GPE,日內瓦
1317,GPE,南投中興新村
1370,GPE,台中市
5811,GPE,印度
1461,GPE,漢堡
1466,GPE,英國
1473,GPE,德國
1485,GPE,大陸
3146,GPE,臺北
1503,GPE,義大利
4689,GPE,花蓮
6249,GPE,連江
4659,GPE,中醫
2054,GPE,兩岸
1940,GPE,慕尼黑
3943,GPE,東德
2506,GPE,臺中市
2591,GPE,馬國
2656,GPE,台北市
2658,GPE,北京
2689,GPE,泰國
3752,GPE,柬埔
3744,GPE,柬埔寨
2747,GPE,印尼
4031,GPE,金門
2855,GPE,仁愛鄉
3300,GPE,比利時
3286,GPE,法國
3284,GPE,臺中
2985,GPE,福島
3243,GPE,韓國
3008,GPE,中華民國
3196,GPE,土耳其
3159,GPE,澳洲
3151,GPE,美方
3350,GPE,巴黎
1937,GPE,首爾
4047,GPE,廈門
4080,GPE,福建
2011,GPE,肯亞
2040,GPE,陸方
846,GPE,彰化
2074,GPE,臺灣人
2090,GPE,大馬
2091,GPE,馬來西亞
4403,GPE,苗栗縣
2218,GPE,埃及
2239,GPE,越南
4063,GPE,上海
2285,GPE,南韓
4257,GPE,桃園
4136,GPE,南投埔里
4125,GPE,斗六
2357,GPE,日據
4114,GPE,馬祖
2385,GPE,新北市
2413,GPE,新竹
4107,GPE,新德里
4104,GPE,倫敦
2306,GPE,菲律賓
768,GPE,高雄
1493,GPE,巴拿馬
325,GPE,二水
8440,GPE,恆春
7562,GPE,台南市長
198,GPE,埔里
8368,GPE,挪威
225,GPE,水里
286,GPE,台東
290,GPE,集集縣
291,GPE,集集
300,GPE,濁水
329,GPE,臺灣
346,GPE,千葉
7511,GPE,名間
354,GPE,玉里
387,GPE,彰化縣
396,GPE,田中
397,GPE,員林
403,GPE,竹山
7862,GPE,屏東縣
7758,GPE,閩南
7747,GPE,霧峰
7669,GPE,中興
7537,GPE,台中清水
7630,GPE,草屯鎮
516,GPE,信義鄉
7611,GPE,南投縣林
8573,GPE,新北
131,GPE,南投縣草屯鎮
183,GPE,國姓
599,GPE,中興新村
57,GPE,雲林
650,GPE,台北
630,GPE,黃埔新村
699,GPE,日本
126,GPE,草屯
63,GPE,台中
48,GPE,南投市
64,GPE,烏日
45,GPE,花東
77,GPE,林內
54,GPE,南投縣
38,GPE,高雄岡山
88,GPE,南投草屯
35,GPE,南投
91,GPE,雲林林
8651,GPE,中寮鄉
