,Class,NER
1779,EVENT,湯姆熊事件
12066,EVENT,冷戰
3561,EVENT,全國反毒會議
14468,EVENT,奧運
12039,EVENT,八仙塵爆案
7724,EVENT, 921
196,EVENT,台中捷運
14395,EVENT,尼莎和海棠颱風
7014,EVENT, 5 場公聽會
12973,EVENT,普悠瑪事件
5829,EVENT,漢光演習
13102,EVENT,花蓮事件
10907,EVENT,敬鵬事件
12093,EVENT,全國勞工行政主管聯繫會報
10226,EVENT,七一三事件
11782,EVENT,全國勞工行政會議
2425,EVENT,拉法葉案
9918,EVENT,戴奧辛毒雞蛋事件
9753,EVENT,聯合國氣象變遷會議
476,EVENT,莫拉克颱風
2271,EVENT,肯亞案
3171,EVENT, H1N1 
2318,EVENT,二二八
2330,EVENT,二二八事件
269,EVENT,第21 次會議
8821,EVENT,立法院院會
11672,EVENT,深澳電廠事件
3284,GPE,臺中
13015,GPE,亞太
9705,GPE,深澳
3146,GPE,臺北
12630,GPE,南投縣民
3196,GPE,土耳其
1466,GPE,英國
3350,GPE,巴黎
1370,GPE,台中市
1461,GPE,漢堡
3151,GPE,美方
3300,GPE,比利時
3286,GPE,法國
3243,GPE,韓國
3159,GPE,澳洲
8651,GPE,中寮鄉
1317,GPE,南投中興新村
2090,GPE,大馬
13578,GPE,臺北縣長
13565,GPE,南投縣中興新村
13486,GPE,東京
13465,GPE,高屏
8674,GPE,鹿谷鄉
13313,GPE,彰投
3943,GPE,東德
1125,GPE,美國
8963,GPE,桃園市
3752,GPE,柬埔
3744,GPE,柬埔寨
13145,GPE,成都
9105,GPE,台東美麗灣
9131,GPE,麥寮
13089,GPE,林口
9204,GPE,安坑
9240,GPE,台中縣市
13053,GPE,興達
13038,GPE,大林
9306,GPE,臺灣省
1473,GPE,德國
13031,GPE,通霄
9322,GPE,信義
1485,GPE,大陸
9940,GPE,昆山
1503,GPE,義大利
11977,GPE,澎湖
1824,GPE,宜蘭縣 14 區
11926,GPE,苗栗
11901,GPE,大埔
1866,GPE,以色列
11898,GPE,烏坵
11875,GPE,台澎金馬
2413,GPE,新竹
2385,GPE,新北市
2357,GPE,日據
1937,GPE,首爾
1940,GPE,慕尼黑
11149,GPE,北市
2011,GPE,肯亞
2306,GPE,菲律賓
2285,GPE,南韓
2040,GPE,陸方
2054,GPE,兩岸
2239,GPE,越南
2074,GPE,臺灣人
2218,GPE,埃及
12000,GPE,紐約
1493,GPE,巴拿馬
1794,GPE,臺南
1755,GPE,林德福
3008,GPE,中華民國
1517,GPE,中國
2985,GPE,福島
1558,GPE,加拿大
9813,GPE,沖繩
8573,GPE,新北
2855,GPE,仁愛鄉
10114,GPE,臺南市
2747,GPE,印尼
2689,GPE,泰國
2658,GPE,北京
2656,GPE,台北市
10588,GPE,觀塘
12316,GPE,嘉義縣
12306,GPE,魚池
12302,GPE,斗六市
2591,GPE,馬國
12222,GPE,台中縣
1728,GPE,臺北市
12074,GPE,紐西蘭
10684,GPE,雲林縣
2506,GPE,臺中市
4031,GPE,金門
2091,GPE,馬來西亞
4063,GPE,上海
7072,GPE,大林蒲
225,GPE,水里
14440,GPE,信義鄉明德村
14435,GPE,南投縣信義鄉
14417,GPE,竹東
7080,GPE,福岡
7081,GPE,埔里鎮
286,GPE,台東
290,GPE,集集縣
291,GPE,集集
7115,GPE,崇倫
7065,GPE,中弖
300,GPE,濁水
325,GPE,二水
329,GPE,臺灣
346,GPE,千葉
5166,GPE,中華
354,GPE,玉里
387,GPE,彰化縣
4047,GPE,廈門
397,GPE,員林
403,GPE,竹山
4989,GPE,宜蘭
4969,GPE,屏東
7201,GPE,台中市市
7511,GPE,名間
198,GPE,埔里
5641,GPE,中國大陸
6249,GPE,連江
8,GPE,台灣
6563,GPE,日內瓦
35,GPE,南投
38,GPE,高雄岡山
45,GPE,花東
48,GPE,南投市
50,GPE,中興新村地區
54,GPE,南投縣
57,GPE,雲林
63,GPE,台中
183,GPE,國姓
64,GPE,烏日
14764,GPE,魚池鄉
88,GPE,南投草屯
91,GPE,雲林林
14734,GPE,東埔
126,GPE,草屯
131,GPE,南投縣草屯鎮
5811,GPE,印度
14640,GPE,汶萊
14621,GPE,寮國
7006,GPE,台南
7032,GPE,台南市
77,GPE,林內
4936,GPE,基隆
396,GPE,田中
4917,GPE,嘉義
13991,GPE,芳苑
7747,GPE,霧峰
13962,GPE,台中東勢
13944,GPE,新社
13913,GPE,石岡
630,GPE,黃埔新村
650,GPE,台北
13908,GPE,南投縣林縣長
4919,GPE,枋寮
4107,GPE,新德里
7758,GPE,閩南
699,GPE,日本
4114,GPE,馬祖
4125,GPE,斗六
4403,GPE,苗栗縣
846,GPE,彰化
4257,GPE,桃園
8368,GPE,挪威
8440,GPE,恆春
768,GPE,高雄
7862,GPE,屏東縣
4136,GPE,南投埔里
4104,GPE,倫敦
7562,GPE,台南市長
4867,GPE,水里鄉
4816,GPE,鹿谷
7537,GPE,台中清水
516,GPE,信義鄉
936,GPE,新加坡
4718,GPE,高雄市
7669,GPE,中興
4080,GPE,福建
14176,GPE,溪頭
13829,GPE,長灘島
4659,GPE,中醫
7630,GPE,草屯鎮
14030,GPE,大里
4689,GPE,花蓮
7611,GPE,南投縣林
912,GPE,香港
599,GPE,中興新村
11243,LAW,公務人員協會法
8622,LAW,職安法
6741,LAW,民法
6651,LAW,公教人員保險法
8612,LAW,保護法
3913,LAW,聯合國海洋法公約
2250,LAW,刑法
8798,LAW,農田水利會組織通則修法
11434,LAW,衛福部組織法
8665,LAW,醫師法
9267,LAW,原基法
6817,LAW,公立教職員退休資遣撫卹條例
3057,LAW,勞基法
4815,LAW,農發母法
7546,LAW,廢清法
7487,LAW,災防法
9592,LAW,勞工保險條例
10002,LAW,斯德哥爾摩公約
7320,LAW,政院版
6793,LAW,撫卹法
7291,LAW,中央政府機關基準法
2580,LAW,資安中心設置條例
9390,LAW,森林法
2566,LAW,資安科技中心設置條例
7974,LAW,法警職權行使法
10885,LAW,外國人生活照顧服務計畫書
3670,LAW,原基法立法
7981,LAW,法警職權行使法草案
5395,LAW,醫療法
2301,LAW,兩岸關係條例
6190,LAW,勞動派遣法
11965,LAW,兒少保護法
1264,LAW,刑事訴訟法
14372,LAW,民航法
1049,LAW,文物條例
1626,LAW,航港局組織法
13822,LAW,組織法
12974,LAW,保險法
1115,LAW,憲法
1883,LAW,公務人員退休法
11575,LAW,兒童及少年福利與權益保障法
742,LAW,文資法
8400,LOC,恆春
3897,LOC,南海
8399,LOC,陽明山
10663,LOC,大潭
13676,LOC,亞洲矽谷
13462,LOC,花東高屏
4210,LOC,東海岸
13297,LOC,彰化站
3903,LOC,太平島
855,LOC,花東地區
4060,LOC,竹山地區
2127,LOC,海峽
8320,LOC,陽明
2687,LOC,東北亞
1297,LOC,信義路
1300,LOC,仁愛路
10258,LOC,澎湖
2721,LOC,東南亞
9325,LOC,大台南
13011,LOC,南科台南基地
3288,LOC,亞太
1459,LOC,兩岸
9976,LOC,大肚地區
9667,LOC,高屏地區
1508,LOC,歐洲
1532,LOC,歐州
9042,LOC,瑞芳深澳地區
1233,LOC,濁水溪
8321,LOC,阿里山
391,LOC,南投市區
14294,LOC,高雄港
14296,LOC,臺中港
4375,LOC,南投魚池
7407,LOC,民國
2279,LOC,大陸地區
280,LOC,車埕
14928,LOC,彰化田中站
14397,LOC,衛福部樂生園區
2225,LOC,大陸
14663,LOC,鹿谷
14707,LOC,竹山
14726,LOC,溪頭
14747,LOC,花東
14905,LOC,中彰投苗
167,LOC,日月潭
4964,LOC,貓羅溪
9815,LOC,紐澳
4914,LOC,烏溪
10995,LOC,鹿谷地區
615,LOC,中興新村
564,LOC,桃園機場
1987,LOC,亞洲
11021,LOC,台大實驗林
2344,LOC,金馬
14190,LOC,杉林溪
14211,LOC,八卦山風景區
7762,NORP,台南市
1501,NORP,歐洲人
728,NORP,美式
3148,NORP,美方
2982,NORP,漢人
620,NORP,日本
1452,NORP,英國人
6294,NORP,財團法人
3169,NORP,美國
14029,NORP,日商
3248,NORP,土耳其
4963,NORP,南投人
3412,NORP,民進黨
3493,NORP,大陸
14572,NORP,陸客
214,NORP,邵族
4600,NORP,中西醫
524,NORP,台灣
3758,NORP,臺籍
3208,NORP,台灣籍
4505,NORP,中醫
13152,NORP,亞洲
4968,NORP,基隆人
10844,NORP,東南亞
1579,NORP,台灣人
2067,NORP,臺灣
2025,NORP,肯亞
1562,NORP,英國籍
2234,NORP,英國
2251,NORP,台籍
2047,NORP,臺灣人
12102,NORP,日經亞洲
2213,NORP,越南
11860,NORP,非洲
2207,NORP,陸人
14180,ORG,交通部觀光局
11195,ORG,地方環保局
11670,ORG,環保罫
14217,ORG,長榮航空
11665,ORG,台大公衛學院
11683,ORG,台灣電刂公司
7525,ORG,市政府
11269,ORG,台灣警察工作權益推動協會
14231,ORG,空服員工會
14261,ORG,國航
14265,ORG,陽明
14271,ORG,陽明海運
11299,ORG,國家發展委員會
11368,ORG,經濟部標準局
11377,ORG,消基會
14196,ORG,長榮
14170,ORG,客委會
11814,ORG,內政部公務人員協會
14098,ORG,通用
8153,ORG,臺灣護理師醫療產業工會
8093,ORG,護師工會
8060,ORG,兩部院
13853,ORG,日本 JTSB 
10893,ORG,勞動局
13867,ORG, JTSB 
13894,ORG,波音
7934,ORG,國衛院
13901,ORG,交通部民航局
7850,ORG,醫改會
10909,ORG,勞發署
13905,ORG, ATSB
