,Class,NER
7724,EVENT, 921
7014,EVENT, 5 場公聽會
3171,EVENT, H1N1 
196,EVENT,台中捷運
1779,EVENT,湯姆熊事件
5829,EVENT,漢光演習
2271,EVENT,肯亞案
3561,EVENT,全國反毒會議
269,EVENT,第21 次會議
2425,EVENT,拉法葉案
476,EVENT,莫拉克颱風
2330,EVENT,二二八事件
2318,EVENT,二二八
7006,GPE,台南
599,GPE,中興新村
4063,GPE,上海
4047,GPE,廈門
1937,GPE,首爾
1940,GPE,慕尼黑
846,GPE,彰化
4031,GPE,金門
2011,GPE,肯亞
768,GPE,高雄
3744,GPE,柬埔寨
2040,GPE,陸方
2054,GPE,兩岸
2074,GPE,臺灣人
2090,GPE,大馬
912,GPE,香港
699,GPE,日本
2091,GPE,馬來西亞
6563,GPE,日內瓦
2218,GPE,埃及
650,GPE,台北
630,GPE,黃埔新村
2239,GPE,越南
3752,GPE,柬埔
2285,GPE,南韓
2306,GPE,菲律賓
3943,GPE,東德
4917,GPE,嘉義
4104,GPE,倫敦
936,GPE,新加坡
1517,GPE,中國
1503,GPE,義大利
1493,GPE,巴拿馬
1485,GPE,大陸
1473,GPE,德國
4816,GPE,鹿谷
1558,GPE,加拿大
4867,GPE,水里鄉
1461,GPE,漢堡
4919,GPE,枋寮
4936,GPE,基隆
1317,GPE,南投中興新村
5166,GPE,中華
4969,GPE,屏東
1466,GPE,英國
4718,GPE,高雄市
4689,GPE,花蓮
4659,GPE,中醫
4080,GPE,福建
4107,GPE,新德里
4114,GPE,馬祖
1866,GPE,以色列
4125,GPE,斗六
4136,GPE,南投埔里
1824,GPE,宜蘭縣 14 區
1794,GPE,臺南
4257,GPE,桃園
5811,GPE,印度
1755,GPE,林德福
1728,GPE,臺北市
4403,GPE,苗栗縣
1125,GPE,美國
5641,GPE,中國大陸
6249,GPE,連江
7032,GPE,台南市
2357,GPE,日據
4989,GPE,宜蘭
2658,GPE,北京
2855,GPE,仁愛鄉
7511,GPE,名間
1370,GPE,台中市
225,GPE,水里
2689,GPE,泰國
7537,GPE,台中清水
198,GPE,埔里
183,GPE,國姓
3159,GPE,澳洲
7562,GPE,台南市長
3151,GPE,美方
2747,GPE,印尼
3146,GPE,臺北
2656,GPE,台北市
7611,GPE,南投縣林
7669,GPE,中興
131,GPE,南投縣草屯鎮
126,GPE,草屯
3008,GPE,中華民國
45,GPE,花東
7747,GPE,霧峰
91,GPE,雲林林
88,GPE,南投草屯
7758,GPE,閩南
