,Class,NER
2425,EVENT,拉法葉案
196,EVENT,台中捷運
5829,EVENT,漢光演習
3561,EVENT,全國反毒會議
2330,EVENT,二二八事件
476,EVENT,莫拉克颱風
1779,EVENT,湯姆熊事件
269,EVENT,第21 次會議
2318,EVENT,二二八
3171,EVENT, H1N1 
2271,EVENT,肯亞案
2218,GPE,埃及
4403,GPE,苗栗縣
2091,GPE,馬來西亞
4257,GPE,桃園
936,GPE,新加坡
1125,GPE,美國
2090,GPE,大馬
2985,GPE,福島
4136,GPE,南投埔里
4125,GPE,斗六
4114,GPE,馬祖
4107,GPE,新德里
5166,GPE,中華
912,GPE,香港
4659,GPE,中醫
2239,GPE,越南
4689,GPE,花蓮
846,GPE,彰化
4104,GPE,倫敦
768,GPE,高雄
4816,GPE,鹿谷
4867,GPE,水里鄉
4917,GPE,嘉義
4989,GPE,宜蘭
699,GPE,日本
4919,GPE,枋寮
4936,GPE,基隆
650,GPE,台北
630,GPE,黃埔新村
4969,GPE,屏東
4718,GPE,高雄市
4063,GPE,上海
599,GPE,中興新村
1940,GPE,慕尼黑
1937,GPE,首爾
3146,GPE,臺北
3350,GPE,巴黎
1728,GPE,臺北市
3300,GPE,比利時
3286,GPE,法國
1755,GPE,林德福
3151,GPE,美方
3284,GPE,臺中
1794,GPE,臺南
3243,GPE,韓國
1824,GPE,宜蘭縣 14 區
3196,GPE,土耳其
1866,GPE,以色列
2011,GPE,肯亞
3744,GPE,柬埔寨
3752,GPE,柬埔
1558,GPE,加拿大
4047,GPE,廈門
1317,GPE,南投中興新村
4031,GPE,金門
2074,GPE,臺灣人
3008,GPE,中華民國
1370,GPE,台中市
2054,GPE,兩岸
4080,GPE,福建
3943,GPE,東德
1461,GPE,漢堡
1466,GPE,英國
1473,GPE,德國
1485,GPE,大陸
1493,GPE,巴拿馬
1503,GPE,義大利
1517,GPE,中國
2040,GPE,陸方
2285,GPE,南韓
3159,GPE,澳洲
2689,GPE,泰國
387,GPE,彰化縣
354,GPE,玉里
346,GPE,千葉
88,GPE,南投草屯
329,GPE,臺灣
91,GPE,雲林林
225,GPE,水里
325,GPE,二水
2591,GPE,馬國
2656,GPE,台北市
126,GPE,草屯
131,GPE,南投縣草屯鎮
198,GPE,埔里
2658,GPE,北京
183,GPE,國姓
5811,GPE,印度
6249,GPE,連江
300,GPE,濁水
2357,GPE,日據
2413,GPE,新竹
291,GPE,集集
290,GPE,集集縣
286,GPE,台東
77,GPE,林內
64,GPE,烏日
2385,GPE,新北市
2855,GPE,仁愛鄉
48,GPE,南投市
45,GPE,花東
2506,GPE,臺中市
50,GPE,中興新村地區
35,GPE,南投
54,GPE,南投縣
8,GPE,台灣
516,GPE,信義鄉
2306,GPE,菲律賓
57,GPE,雲林
2747,GPE,印尼
63,GPE,台中
6563,GPE,日內瓦
38,GPE,高雄岡山
403,GPE,竹山
397,GPE,員林
5641,GPE,中國大陸
396,GPE,田中
1883,LAW,公務人員退休法
1264,LAW,刑事訴訟法
6651,LAW,公教人員保險法
3913,LAW,聯合國海洋法公約
2566,LAW,資安科技中心設置條例
5395,LAW,醫療法
4815,LAW,農發母法
3057,LAW,勞基法
2301,LAW,兩岸關係條例
2250,LAW,刑法
1049,LAW,文物條例
3670,LAW,原基法立法
1626,LAW,航港局組織法
6190,LAW,勞動派遣法
742,LAW,文資法
1115,LAW,憲法
2580,LAW,資安中心設置條例
2687,LOC,東北亞
2279,LOC,大陸地區
3897,LOC,南海
1459,LOC,兩岸
167,LOC,日月潭
1508,LOC,歐洲
1532,LOC,歐州
3288,LOC,亞太
3903,LOC,太平島
1987,LOC,亞洲
1300,LOC,仁愛路
855,LOC,花東地區
391,LOC,南投市區
2344,LOC,金馬
2225,LOC,大陸
4964,LOC,貓羅溪
4375,LOC,南投魚池
2127,LOC,海峽
615,LOC,中興新村
2721,LOC,東南亞
4914,LOC,烏溪
1297,LOC,信義路
280,LOC,車埕
4060,LOC,竹山地區
1233,LOC,濁水溪
4210,LOC,東海岸
564,LOC,桃園機場
3412,NORP,民進黨
3169,NORP,美國
3493,NORP,大陸
4963,NORP,南投人
4600,NORP,中西醫
2234,NORP,英國
2067,NORP,臺灣
2213,NORP,越南
3148,NORP,美方
214,NORP,邵族
2207,NORP,陸人
2251,NORP,台籍
1579,NORP,台灣人
4505,NORP,中醫
1452,NORP,英國人
