,Class,NER
269,EVENT,第21 次會議
3171,EVENT, H1N1 
196,EVENT,台中捷運
5829,EVENT,漢光演習
11672,EVENT,深澳電廠事件
9753,EVENT,聯合國氣象變遷會議
11782,EVENT,全國勞工行政會議
15093,EVENT,全國觀光發展會議
2425,EVENT,拉法葉案
12039,EVENT,八仙塵爆案
12066,EVENT,冷戰
15448,EVENT,南方澳大橋事件
7014,EVENT, 5 場公聽會
12093,EVENT,全國勞工行政主管聯繫會報
2271,EVENT,肯亞案
16362,EVENT,八仙塵暴
476,EVENT,莫拉克颱風
16301,EVENT,東京奧運
2318,EVENT,二二八
12973,EVENT,普悠瑪事件
13102,EVENT,花蓮事件
2330,EVENT,二二八事件
1779,EVENT,湯姆熊事件
8821,EVENT,立法院院會
7724,EVENT, 921
10907,EVENT,敬鵬事件
14468,EVENT,奧運
10226,EVENT,七一三事件
9918,EVENT,戴奧辛毒雞蛋事件
3561,EVENT,全國反毒會議
14395,EVENT,尼莎和海棠颱風
13313,GPE,彰投
2091,GPE,馬來西亞
2090,GPE,大馬
13465,GPE,高屏
13486,GPE,東京
9322,GPE,信義
2054,GPE,兩岸
2040,GPE,陸方
9306,GPE,臺灣省
2074,GPE,臺灣人
2218,GPE,埃及
1728,GPE,臺北市
8573,GPE,新北
13565,GPE,南投縣中興新村
1466,GPE,英國
1461,GPE,漢堡
8440,GPE,恆春
2285,GPE,南韓
2306,GPE,菲律賓
13145,GPE,成都
1370,GPE,台中市
13089,GPE,林口
2357,GPE,日據
2239,GPE,越南
13578,GPE,臺北縣長
2011,GPE,肯亞
13944,GPE,新社
13913,GPE,石岡
13908,GPE,南投縣林縣長
13962,GPE,台中東勢
1755,GPE,林德福
8963,GPE,桃園市
13991,GPE,芳苑
1794,GPE,臺南
14030,GPE,大里
5811,GPE,印度
13829,GPE,長灘島
14176,GPE,溪頭
8674,GPE,鹿谷鄉
1473,GPE,德國
8651,GPE,中寮鄉
1866,GPE,以色列
9105,GPE,台東美麗灣
9131,GPE,麥寮
5641,GPE,中國大陸
9204,GPE,安坑
9240,GPE,台中縣市
1937,GPE,首爾
1517,GPE,中國
1940,GPE,慕尼黑
1503,GPE,義大利
1493,GPE,巴拿馬
1485,GPE,大陸
1558,GPE,加拿大
17714,GPE,美東
5166,GPE,中華
2413,GPE,新竹
3151,GPE,美方
4718,GPE,高雄市
3159,GPE,澳洲
4689,GPE,花蓮
3196,GPE,土耳其
9813,GPE,沖繩
3243,GPE,韓國
3284,GPE,臺中
4659,GPE,中醫
3286,GPE,法國
3300,GPE,比利時
3350,GPE,巴黎
9940,GPE,昆山
3744,GPE,柬埔寨
3146,GPE,臺北
3752,GPE,柬埔
3943,GPE,東德
4403,GPE,苗栗縣
10114,GPE,臺南市
10684,GPE,雲林縣
4031,GPE,金門
4047,GPE,廈門
4063,GPE,上海
4080,GPE,福建
4104,GPE,倫敦
4107,GPE,新德里
4114,GPE,馬祖
4125,GPE,斗六
4136,GPE,南投埔里
10588,GPE,觀塘
11149,GPE,北市
11875,GPE,台澎金馬
11898,GPE,烏坵
3008,GPE,中華民國
13053,GPE,興達
13038,GPE,大林
13031,GPE,通霄
13015,GPE,亞太
2506,GPE,臺中市
14417,GPE,竹東
12630,GPE,南投縣民
2591,GPE,馬國
2656,GPE,台北市
2658,GPE,北京
4989,GPE,宜蘭
4969,GPE,屏東
2689,GPE,泰國
9705,GPE,深澳
4936,GPE,基隆
4919,GPE,枋寮
2747,GPE,印尼
11901,GPE,大埔
2985,GPE,福島
11926,GPE,苗栗
11977,GPE,澎湖
12000,GPE,紐約
4816,GPE,鹿谷
2385,GPE,新北市
4867,GPE,水里鄉
2855,GPE,仁愛鄉
12222,GPE,台中縣
12302,GPE,斗六市
12306,GPE,魚池
12316,GPE,嘉義縣
4917,GPE,嘉義
12074,GPE,紐西蘭
14435,GPE,南投縣信義鄉
1824,GPE,宜蘭縣 14 區
1317,GPE,南投中興新村
7032,GPE,台南市
325,GPE,二水
329,GPE,臺灣
346,GPE,千葉
7006,GPE,台南
354,GPE,玉里
387,GPE,彰化縣
396,GPE,田中
397,GPE,員林
403,GPE,竹山
7562,GPE,台南市長
16630,GPE,芬蘭
7611,GPE,南投縣林
7630,GPE,草屯鎮
16751,GPE,苗栗南莊
516,GPE,信義鄉
7669,GPE,中興
16034,GPE,媽祖
599,GPE,中興新村
6563,GPE,日內瓦
7747,GPE,霧峰
7758,GPE,閩南
630,GPE,黃埔新村
650,GPE,台北
699,GPE,日本
7862,GPE,屏東縣
768,GPE,高雄
846,GPE,彰化
15367,GPE,南方澳
912,GPE,香港
14440,GPE,信義鄉明德村
936,GPE,新加坡
300,GPE,濁水
290,GPE,集集縣
8,GPE,台灣
7201,GPE,台中市市
35,GPE,南投
38,GPE,高雄岡山
17571,GPE,南投縣水里鄉
45,GPE,花東
48,GPE,南投市
50,GPE,中興新村地區
54,GPE,南投縣
57,GPE,雲林
63,GPE,台中
64,GPE,烏日
77,GPE,林內
88,GPE,南投草屯
291,GPE,集集
91,GPE,雲林林
131,GPE,南投縣草屯鎮
7115,GPE,崇倫
17346,GPE,汐止
7081,GPE,埔里鎮
7080,GPE,福岡
17174,GPE,臺東
183,GPE,國姓
198,GPE,埔里
7072,GPE,大林蒲
225,GPE,水里
7065,GPE,中弖
7511,GPE,名間
7537,GPE,台中清水
286,GPE,台東
126,GPE,草屯
15282,GPE,武漢
4257,GPE,桃園
14640,GPE,汶萊
6249,GPE,連江
15249,GPE,清境
8368,GPE,挪威
1125,GPE,美國
14764,GPE,魚池鄉
14734,GPE,東埔
14621,GPE,寮國
13822,LAW,組織法
9592,LAW,勞工保險條例
7291,LAW,中央政府機關基準法
7487,LAW,災防法
6793,LAW,撫卹法
7320,LAW,政院版
1264,LAW,刑事訴訟法
6741,LAW,民法
15850,LAW,交通法
6651,LAW,公教人員保險法
10002,LAW,斯德哥爾摩公約
5395,LAW,醫療法
9390,LAW,森林法
11243,LAW,公務人員協會法
3670,LAW,原基法立法
11434,LAW,衛福部組織法
2580,LAW,資安中心設置條例
4815,LAW,農發母法
3057,LAW,勞基法
8622,LAW,職安法
11965,LAW,兒少保護法
7546,LAW,廢清法
8665,LAW,醫師法
2566,LAW,資安科技中心設置條例
1626,LAW,航港局組織法
8798,LAW,農田水利會組織通則修法
6190,LAW,勞動派遣法
1115,LAW,憲法
11575,LAW,兒童及少年福利與權益保障法
3913,LAW,聯合國海洋法公約
6817,LAW,公立教職員退休資遣撫卹條例
1883,LAW,公務人員退休法
10885,LAW,外國人生活照顧服務計畫書
12974,LAW,保險法
8612,LAW,保護法
7974,LAW,法警職權行使法
14372,LAW,民航法
1049,LAW,文物條例
7981,LAW,法警職權行使法草案
742,LAW,文資法
9267,LAW,原基法
2301,LAW,兩岸關係條例
2250,LAW,刑法
1297,LOC,信義路
1508,LOC,歐洲
391,LOC,南投市區
14707,LOC,竹山
3288,LOC,亞太
8399,LOC,陽明山
15043,LOC,釣魚台
13676,LOC,亞洲矽谷
2721,LOC,東南亞
17578,LOC,二水園區
9815,LOC,紐澳
1532,LOC,歐州
4964,LOC,貓羅溪
14663,LOC,鹿谷
2687,LOC,東北亞
4914,LOC,烏溪
8321,LOC,阿里山
