,Class,NER
196,EVENT,台中捷運
476,EVENT,莫拉克颱風
269,EVENT,第21 次會議
286,GPE,台東
183,GPE,國姓
198,GPE,埔里
768,GPE,高雄
225,GPE,水里
846,GPE,彰化
1125,GPE,美國
516,GPE,信義鄉
912,GPE,香港
291,GPE,集集
936,GPE,新加坡
403,GPE,竹山
300,GPE,濁水
397,GPE,員林
396,GPE,田中
325,GPE,二水
329,GPE,臺灣
346,GPE,千葉
290,GPE,集集縣
387,GPE,彰化縣
354,GPE,玉里
63,GPE,台中
45,GPE,花東
48,GPE,南投市
50,GPE,中興新村地區
54,GPE,南投縣
57,GPE,雲林
131,GPE,南投縣草屯鎮
38,GPE,高雄岡山
64,GPE,烏日
77,GPE,林內
599,GPE,中興新村
88,GPE,南投草屯
1370,GPE,台中市
91,GPE,雲林林
699,GPE,日本
35,GPE,南投
1317,GPE,南投中興新村
126,GPE,草屯
630,GPE,黃埔新村
8,GPE,台灣
650,GPE,台北
1115,LAW,憲法
1049,LAW,文物條例
1264,LAW,刑事訴訟法
742,LAW,文資法
391,LOC,南投市區
615,LOC,中興新村
1300,LOC,仁愛路
855,LOC,花東地區
564,LOC,桃園機場
1233,LOC,濁水溪
167,LOC,日月潭
1297,LOC,信義路
280,LOC,車埕
728,NORP,美式
524,NORP,台灣
620,NORP,日本
214,NORP,邵族
1045,ORG,司法院
1414,ORG,中科院
629,ORG,中科管理局
1413,ORG,衛福部農委會
1382,ORG,中山科學院
684,ORG,南投文化局
1372,ORG,中原大學
688,ORG,省政府
1356,ORG,財政部
703,ORG,教育部
1340,ORG,南投縣政府
1279,ORG,監察院
1256,ORG,頂新
1252,ORG,民進黨
1188,ORG,水利署
743,ORG,文化部
1163,ORG,議事處
813,ORG,臺鐵
1153,ORG,國民大會
1139,ORG,國民黨
910,ORG,法務部
623,ORG,科技部
930,ORG,廉政會
1102,ORG,國會
1061,ORG,中選會
1047,ORG,國發會檔案管理局
1046,ORG,總統府
937,ORG,矯正署
6,ORG,審計部
1428,ORG,中部科學園區管理局
422,ORG,廉政署
249,ORG,北捷
421,ORG,公路總局
352,ORG,臺鐵局
152,ORG,交通部
322,ORG,交通部臺灣港務公司
321,ORG,臺灣港務公司
315,ORG,鐵路局
299,ORG,成大
157,ORG,台鐵
169,ORG,中央
176,ORG,台北捷運局
180,ORG,觀光局
199,ORG,原民會
202,ORG,立法院
267,ORG,食藥署
113,ORG,中興醫院
97,ORG,行政院
237,ORG,台鐵局
499,ORG,世界銀行
571,ORG,桃機公司
603,ORG,中興分局
427,ORG,路總局
605,ORG,工研院
43,ORG,環保署
541,ORG,圓山空廚
10,ORG,內政部
1417,ORG,中科
487,ORG,運研所
607,ORG,經濟部
450,ORG,內政部警政署
82,ORG,教部
95,ORG,衛福部
1198,PERSON,善政
7,PERSON,淑華
1172,PERSON,振中
1345,PERSON,劉兆玄
153,PERSON,建宇
1390,PERSON,蔡玉玲
1290,PERSON,威仁
40,PERSON,國彥
140,PERSON,丙煌
1313,PERSON,長林全
1333,PERSON,蔡英文
1241,PERSON,魏應充
624,PERSON,吳敦義
1070,PERSON,錦芳
1119,PERSON,尤美女
613,PERSON,孟啟
693,PERSON,蔡政委
566,PERSON,鴻鈞
706,PERSON,嚴家淦
718,PERSON,蔡勳雄
776,PERSON,陳碧涵
440,PERSON,大仁
428,PERSON,許添財
868,PERSON,陳素月
893,PERSON,瑩雪
426,PERSON,歐珀
1152,PERSON, 342 號
420,PERSON,興華
1042,PERSON,太郎
313,PERSON,主席
1055,PERSON,光華
1064,PERSON,義周
1065,PERSON,陳水扁
616,PERSON,爵民
1095,PERSON,敦娟
1100,PERSON,志嘉
296,PERSON,泰興
1107,PERSON,林德福
272,PERSON,永暉
1041,PERSON,旭琳
587,PERSON,孝德
