,Class,NER
3561,EVENT,全國反毒會議
2318,EVENT,二二八
2271,EVENT,肯亞案
2425,EVENT,拉法葉案
1779,EVENT,湯姆熊事件
3171,EVENT, H1N1 
476,EVENT,莫拉克颱風
269,EVENT,第21 次會議
196,EVENT,台中捷運
2330,EVENT,二二八事件
50,GPE,中興新村地區
48,GPE,南投市
3350,GPE,巴黎
3300,GPE,比利時
3286,GPE,法國
3284,GPE,臺中
1317,GPE,南投中興新村
1125,GPE,美國
3243,GPE,韓國
1370,GPE,台中市
38,GPE,高雄岡山
3159,GPE,澳洲
3151,GPE,美方
3146,GPE,臺北
1461,GPE,漢堡
3196,GPE,土耳其
3744,GPE,柬埔寨
3752,GPE,柬埔
936,GPE,新加坡
4125,GPE,斗六
4114,GPE,馬祖
4107,GPE,新德里
630,GPE,黃埔新村
650,GPE,台北
4104,GPE,倫敦
4080,GPE,福建
4063,GPE,上海
699,GPE,日本
4047,GPE,廈門
4031,GPE,金門
768,GPE,高雄
846,GPE,彰化
3943,GPE,東德
912,GPE,香港
1466,GPE,英國
4136,GPE,南投埔里
1473,GPE,德國
1493,GPE,巴拿馬
2506,GPE,臺中市
2011,GPE,肯亞
2040,GPE,陸方
2054,GPE,兩岸
2074,GPE,臺灣人
2091,GPE,馬來西亞
1940,GPE,慕尼黑
2413,GPE,新竹
2385,GPE,新北市
2239,GPE,越南
8,GPE,台灣
2285,GPE,南韓
2306,GPE,菲律賓
2357,GPE,日據
2218,GPE,埃及
1937,GPE,首爾
2591,GPE,馬國
1866,GPE,以色列
1503,GPE,義大利
1517,GPE,中國
1558,GPE,加拿大
3008,GPE,中華民國
2985,GPE,福島
2855,GPE,仁愛鄉
2747,GPE,印尼
1728,GPE,臺北市
1755,GPE,林德福
2689,GPE,泰國
35,GPE,南投
1794,GPE,臺南
1824,GPE,宜蘭縣 14 區
2658,GPE,北京
2656,GPE,台北市
1485,GPE,大陸
599,GPE,中興新村
2090,GPE,大馬
4936,GPE,基隆
77,GPE,林內
4718,GPE,高雄市
131,GPE,南投縣草屯鎮
4689,GPE,花蓮
300,GPE,濁水
88,GPE,南投草屯
4659,GPE,中醫
325,GPE,二水
291,GPE,集集
329,GPE,臺灣
126,GPE,草屯
91,GPE,雲林林
183,GPE,國姓
354,GPE,玉里
387,GPE,彰化縣
396,GPE,田中
403,GPE,竹山
397,GPE,員林
346,GPE,千葉
64,GPE,烏日
4989,GPE,宜蘭
286,GPE,台東
45,GPE,花東
198,GPE,埔里
4919,GPE,枋寮
4917,GPE,嘉義
225,GPE,水里
54,GPE,南投縣
290,GPE,集集縣
516,GPE,信義鄉
5166,GPE,中華
4403,GPE,苗栗縣
57,GPE,雲林
4816,GPE,鹿谷
63,GPE,台中
4969,GPE,屏東
4257,GPE,桃園
4867,GPE,水里鄉
1626,LAW,航港局組織法
1883,LAW,公務人員退休法
3057,LAW,勞基法
1264,LAW,刑事訴訟法
2580,LAW,資安中心設置條例
5395,LAW,醫療法
1115,LAW,憲法
2566,LAW,資安科技中心設置條例
4815,LAW,農發母法
1049,LAW,文物條例
3913,LAW,聯合國海洋法公約
2301,LAW,兩岸關係條例
2250,LAW,刑法
3670,LAW,原基法立法
742,LAW,文資法
280,LOC,車埕
1297,LOC,信義路
1300,LOC,仁愛路
3903,LOC,太平島
4914,LOC,烏溪
855,LOC,花東地區
1459,LOC,兩岸
4060,LOC,竹山地區
1532,LOC,歐州
4375,LOC,南投魚池
1508,LOC,歐洲
3897,LOC,南海
3288,LOC,亞太
2344,LOC,金馬
2687,LOC,東北亞
4210,LOC,東海岸
2721,LOC,東南亞
564,LOC,桃園機場
615,LOC,中興新村
2279,LOC,大陸地區
167,LOC,日月潭
391,LOC,南投市區
2127,LOC,海峽
1233,LOC,濁水溪
4964,LOC,貓羅溪
1987,LOC,亞洲
2225,LOC,大陸
1501,NORP,歐洲人
728,NORP,美式
2251,NORP,台籍
1562,NORP,英國籍
1579,NORP,台灣人
4968,NORP,基隆人
2982,NORP,漢人
620,NORP,日本
214,NORP,邵族
4963,NORP,南投人
4505,NORP,中醫
524,NORP,台灣
2047,NORP,臺灣人
1452,NORP,英國人
3412,NORP,民進黨
3493,NORP,大陸
2234,NORP,英國
2207,NORP,陸人
3248,NORP,土耳其
2213,NORP,越南
2067,NORP,臺灣
3208,NORP,台灣籍
2025,NORP,肯亞
3169,NORP,美國
3758,NORP,臺籍
3148,NORP,美方
4600,NORP,中西醫
2351,ORG,國民政府
5027,ORG,中彰投苗
2676,ORG,馬國行政院
4946,ORG,北北基
2468,ORG,高雄地方法院
2462,ORG,中正大學犯罪防治中心
2433,ORG,高檢署
5017,ORG,捷運
2574,ORG,資安科技中心
2356,ORG,促轉會
2428,ORG,大統公司
5330,ORG,南投縣農會
5362,ORG,雙和醫院
2549,ORG,國教院
2543,ORG,法官評鑑委員會
2478,ORG,法官學院
2482,ORG,臺北高等行政法院
2501,ORG,臺北行政法院法官學院
5304,ORG,藥毒所
2516,ORG,中正大學
2584,ORG,技服中心
2453,ORG,彰化衛生局
4244,ORG,東鼎
2684,ORG,日文系
3627,ORG,林務局
3666,ORG,臺大
3684,ORG,農委會
3779,ORG,國防部
3786,ORG,國防部海軍
3860,ORG,司法院人事審議委員會
3894,ORG,府院
3912,ORG,南海仲裁法庭
4556,ORG,中醫系
4551,ORG,健保局
3918,ORG,國安
4540,ORG,衛福部醫事司
3612,ORG,二二八基金會
3946,ORG,中國國民黨
3958,ORG,共產黨
3974,ORG,工會
4515,ORG,財政委員會
3981,ORG,台北市勞動局
4499,ORG,國民健康署
4478,ORG,台灣社會福利總盟
5324,ORG,農委會防檢局
4292,ORG,台北科大
4280,ORG,永采烘焙坊
4264,ORG,國光石化
4207,ORG,中油
4231,ORG,中油公司
4516,ORG,中醫學系
2680,ORG,北科
3568,ORG,內政部警政署刑事局
3519,ORG,台電
2718,ORG,台大
2723,ORG,政大
2735,ORG,暨南大學
2767,ORG,親民黨
2798,ORG,正副院長
2817,ORG,刑事警察局
2839,ORG,調查局
2913,ORG,漁洋公司
2922,ORG,臺南地院
2967,ORG,共同社
2970,ORG,眾議院
2990,ORG,聯合國
2343,ORG,二二八事件基金會
3046,ORG,八德外役監
5314,ORG,防檢局
3073,ORG,司法委員會
3123,ORG,衛福部疾管署
3133,ORG,美國 NIH
3157,ORG,WHO
4675,ORG,中藥廠
3180,ORG,WHA
4589,ORG,衛生署
3285,ORG,亞太防制洗錢組織
4565,ORG,衛福部中醫藥司
3345,ORG,外交部條約法律司
3362,ORG,凱達格蘭基金會
3069,ORG,勞動部
3352,ORG,法務部調查局
6,ORG,審計部
1617,ORG,漁業署
1518,ORG,蘇格蘭愛丁堡法院
1603,ORG,婦聯會
427,ORG,路總局
743,ORG,文化部
623,ORG,科技部
1623,ORG,海巡署
1634,ORG,國家資通安全科技中心
422,ORG,廉政署
1635,ORG,歐盟
450,ORG,內政部警政署
1650,ORG,海洋委員會
629,ORG,中科管理局
352,ORG,臺鐵局
1653,ORG,行政院海巡署
1665,ORG,航港局
322,ORG,交通部臺灣港務公司
1666,ORG,研考會
321,ORG,臺灣港務公司
1061,ORG,中選會
1153,ORG,國民大會
421,ORG,公路總局
684,ORG,南投文化局
1467,ORG,外交部
1428,ORG,中部科學園區管理局
1188,ORG,水利署
571,ORG,桃機公司
603,ORG,中興分局
541,ORG,圓山空廚
1252,ORG,民進黨
1256,ORG,頂新
1279,ORG,監察院
605,ORG,工研院
1139,ORG,國民黨
1453,ORG,臺灣高等法院檢察署
607,ORG,經濟部
1102,ORG,國會
1356,ORG,財政部
499,ORG,世界銀行
1372,ORG,中原大學
1382,ORG,中山科學院
487,ORG,運研所
1413,ORG,衛福部農委會
1414,ORG,中科院
1417,ORG,中科
1340,ORG,南投縣政府
299,ORG,成大
315,ORG,鐵路局
1705,ORG,院會
688,ORG,省政府
176,ORG,台北捷運局
169,ORG,中央
157,ORG,台鐵
1045,ORG,司法院
152,ORG,交通部
2016,ORG,兩岸法律司
113,ORG,中興醫院
97,ORG,行政院
180,ORG,觀光局
2070,ORG,行政院陸委會
937,ORG,矯正署
95,ORG,衛福部
930,ORG,廉政會
910,ORG,法務部
2156,ORG,刑事局
82,ORG,教部
43,ORG,環保署
10,ORG,內政部
813,ORG,臺鐵
2079,ORG,警政署
1885,ORG,浩鼎
1163,ORG,議事處
267,ORG,食藥署
1047,ORG,國發會檔案管理局
1771,ORG,臺北市刑警大隊
1732,ORG,司法院刑事廳
1796,ORG,衛福部心理及口腔健康司
249,ORG,北捷
1831,ORG,聯合國大糧組織
703,ORG,教育部
1046,ORG,總統府
1724,ORG,美國國會
237,ORG,台鐵局
202,ORG,立法院
1716,ORG,國民黨黨團
199,ORG,原民會
1867,ORG,陸委會
1870,ORG,銓敘部
1878,ORG,中研院
1765,ORG,衛生局
718,PERSON,蔡勳雄
693,PERSON,蔡政委
3994,PERSON,子廉
4151,PERSON,盛忠
613,PERSON,孟啟
4035,PERSON,應元
616,PERSON,爵民
706,PERSON,嚴家淦
624,PERSON,吳敦義
