,Class,NER
196,EVENT,台中捷運
10226,EVENT,七一三事件
2271,EVENT,肯亞案
3561,EVENT,全國反毒會議
2318,EVENT,二二八
2330,EVENT,二二八事件
5829,EVENT,漢光演習
269,EVENT,第21 次會議
1779,EVENT,湯姆熊事件
7724,EVENT, 921
8821,EVENT,立法院院會
9753,EVENT,聯合國氣象變遷會議
2425,EVENT,拉法葉案
3171,EVENT, H1N1 
7014,EVENT, 5 場公聽會
476,EVENT,莫拉克颱風
9918,EVENT,戴奧辛毒雞蛋事件
1461,GPE,漢堡
1466,GPE,英國
4403,GPE,苗栗縣
7511,GPE,名間
3008,GPE,中華民國
3243,GPE,韓國
1473,GPE,德國
7537,GPE,台中清水
1493,GPE,巴拿馬
1503,GPE,義大利
1517,GPE,中國
1558,GPE,加拿大
7201,GPE,台中市市
7115,GPE,崇倫
2985,GPE,福島
1485,GPE,大陸
7630,GPE,草屯鎮
7611,GPE,南投縣林
4125,GPE,斗六
846,GPE,彰化
4136,GPE,南投埔里
912,GPE,香港
8674,GPE,鹿谷鄉
936,GPE,新加坡
8651,GPE,中寮鄉
8573,GPE,新北
3159,GPE,澳洲
8440,GPE,恆春
7562,GPE,台南市長
8368,GPE,挪威
1125,GPE,美國
3146,GPE,臺北
4257,GPE,桃園
7862,GPE,屏東縣
7758,GPE,閩南
7747,GPE,霧峰
1317,GPE,南投中興新村
7669,GPE,中興
7081,GPE,埔里鎮
1370,GPE,台中市
3151,GPE,美方
7080,GPE,福岡
1755,GPE,林德福
7065,GPE,中弖
2091,GPE,馬來西亞
4919,GPE,枋寮
4936,GPE,基隆
2218,GPE,埃及
2689,GPE,泰國
2239,GPE,越南
2285,GPE,南韓
2306,GPE,菲律賓
2658,GPE,北京
5811,GPE,印度
2656,GPE,台北市
2357,GPE,日據
4969,GPE,屏東
2385,GPE,新北市
2413,GPE,新竹
4989,GPE,宜蘭
5641,GPE,中國大陸
2591,GPE,馬國
5166,GPE,中華
2090,GPE,大馬
7072,GPE,大林蒲
6249,GPE,連江
2054,GPE,兩岸
1728,GPE,臺北市
7032,GPE,台南市
7006,GPE,台南
1794,GPE,臺南
2855,GPE,仁愛鄉
1824,GPE,宜蘭縣 14 區
1866,GPE,以色列
4659,GPE,中醫
6563,GPE,日內瓦
4689,GPE,花蓮
4718,GPE,高雄市
1937,GPE,首爾
1940,GPE,慕尼黑
4816,GPE,鹿谷
4867,GPE,水里鄉
2011,GPE,肯亞
2747,GPE,印尼
4917,GPE,嘉義
2040,GPE,陸方
2074,GPE,臺灣人
