,Class,NER
3256,EVENT, 3 場溝通會
1289,EVENT,耘海號事件
1374,EVENT,茲卡
5899,EVENT,世衛大會
1276,EVENT,澎湖耘海號事件
5777,EVENT,永采烘焙坊事件
1265,EVENT,阿瑪斯號漏油事件
370,EVENT,衛生署流感疫情防治協調會報
1683,GPE,澳洲
1290,GPE,台北
2985,GPE,雲林縣
1245,GPE,澎湖
2995,GPE,雲林虎尾
1050,GPE,德國
5705,GPE,林口
3062,GPE,臺中市
885,GPE,桃園市
4774,GPE,臺中
870,GPE,彰化
869,GPE,台中市
865,GPE,桃園市蘆竹鄉
859,GPE,南投縣
3086,GPE,大陸
4688,GPE,宜蘭縣
739,GPE,台東
716,GPE,雲林
713,GPE,台中
687,GPE,台北市
898,GPE,桃園
1358,GPE,泰國
1359,GPE,屏東
1362,GPE,台南
2386,GPE,中國大陸
2217,GPE,臺北市
2194,GPE,嘉義
2184,GPE,新竹市
5235,GPE,希臘
2049,GPE,中華民國
1874,GPE,新北市
2570,GPE,金山
5008,GPE,加國
1771,GPE,加坡
1718,GPE,加拿大
2669,GPE,北市
4978,GPE,加方
4975,GPE,福島
5499,GPE,新德里
5534,GPE,北京
5556,GPE,倫敦
5590,GPE,洛杉磯
1456,GPE,內湖
1412,GPE,巴西
2852,GPE,彰化縣
1406,GPE,高屏
2856,GPE,基隆市
2862,GPE,新竹縣
1371,GPE,台南市
1370,GPE,埃及
4797,GPE,蜜月灣
3285,GPE,中南
635,GPE,瑞士
3016,GPE,雲林縣政府
2370,GPE,中山區
5921,GPE,日方
460,GPE,巴黎
3964,GPE,金門
9,GPE,臺灣
4025,GPE,新北
587,GPE,法國
503,GPE,韓國
3711,GPE,兩岸
134,GPE,美國
399,GPE,中國
547,GPE,高雄
3986,GPE,花蓮
3841,GPE,印尼
16,GPE,新加坡
48,GPE,英國
30,GPE,台灣
53,GPE,矽谷
56,GPE,臺灣矽谷
3842,GPE,越南
11,GPE,日本
3848,GPE,菲律賓
249,GPE,臺北
7,GPE,香港
2528,LAW,勞工保障法
2048,LAW,國籍法
1293,LAW,商港法
327,LAW,健保法
4751,LAW,環評法
1661,LAW,廢清法
4765,LAW,建築法
2069,LAW,所得稅法
2062,LAW,有限合夥法
1616,LAW,科技基本法
573,LAW,就服法
2179,LAW,無微粒水域法
1594,LAW,羈押法
1552,LAW,施行法
3274,LAW,國立熱帶醫學中心組織法草案
3639,LAW,勞退條例
2061,LAW,產業創新條例
2823,LAW,衛生管理條例
136,LAW,勞基法
2486,LAW,國民年金法
2519,LAW,勞工保護法
2064,LAW,中小企業發展條例
4049,LAW,職災保險專法
3916,LAW,全民健保法
1399,LOC,亞洲
3989,LOC,北歐
1380,LOC,台南地區
3981,LOC,桃園
4770,LOC,蜜月灣
704,LOC,新店溪
1318,LOC,耘海
2407,LOC,中山區
6000,LOC,小琉球
3816,LOC,兩岸
2359,LOC,松山區
721,LOC,淡水河
1322,NORP,紐埃籍
1490,NORP,英國
518,NORP,東南亞
22,NORP,臺灣
6102,NORP,中醫
1791,NORP,美國
4988,NORP,加拿大
5021,NORP,日本
8,NORP,臺灣人
2585,NORP,科威特籍
2982,NORP,雲林人
2536,NORP,外籍
2772,NORP,台灣
3712,NORP,亞洲
4370,ORG,太陽光電
4392,ORG,臺大
2391,ORG,國際食品法典委員會
2373,ORG,Codex 
2583,ORG,漁業署
4405,ORG,嘉義基督教醫院
2552,ORG,衛生福利部
4308,ORG,臺電
5018,ORG,加拿大食品檢查署
2440,ORG,教育部國民教育署
2447,ORG,衛福部社
5028,ORG,台大獸醫學院
2565,ORG,挪威法院
6150,ORG,中醫學系
2602,ORG,交通部航港局
3411,ORG, OECD 
4264,ORG,工研院
3743,ORG,金管會
3739,ORG,國台辦
4701,ORG,臺中市政府
4521,ORG,台中慈濟醫院
3103,ORG,WHA
3131,ORG,成大家
4523,ORG,衛福部健保署
4480,ORG,台大醫院
3276,ORG,國衛院
3284,ORG,台灣大學
3540,ORG,勞委會
3316,ORG,長榮大學
3318,ORG,屏科大
3349,ORG,國庫署
4597,ORG,2 所學校
4563,ORG,第 3 所學校
3282,ORG,世衛組織
2619,ORG,漁會
3070,ORG,國安會
3069,ORG,國會
4175,ORG,華航
2728,ORG,教育部綜合規劃司
2738,ORG,衛福部疾病管制署
4159,ORG,桃園市政府
4137,ORG,勞工局
2775,ORG,民進黨
2776,ORG,國際食品法典委員會（CODEX）
3752,ORG,陸委會
2817,ORG,衛生局
4022,ORG,公視
4444,ORG,衛福部站
2884,ORG,中鋼
4478,ORG,健保署
3866,ORG,2 位利用直聘中心
2987,ORG,雲林縣政府
3833,ORG,利用直聘中心
2843,ORG,食藥署
4840,ORG,民進黨團
6160,ORG,中醫
2227,ORG,營建署
552,ORG,政大
578,ORG,沙宣美髮學院
609,ORG,移民署
648,ORG,經濟部投審會
663,ORG,瑞士餐飲學校
671,ORG,藍帶廚藝學校
682,ORG,衛福部食藥署
686,ORG,廢管處
690,ORG,台北市政府
5814,ORG,高雄餐旅學校
695,ORG,農委會
705,ORG,台中市政府農業局
709,ORG,台大附設動物醫院
767,ORG,健保局
828,ORG,勞保局
845,ORG,勞動部勞保局
2244,ORG,內政部
860,ORG,審計部
926,ORG,中興大學
5765,ORG,台電公司
950,ORG,財政部
5852,ORG,世衛大會
5704,ORG,興達電廠
515,ORG,研考會
476,ORG,能源局
2,ORG,國發會
5,ORG,行政院
6,ORG,勞動部
14,ORG,科技部
6129,ORG,考選部
68,ORG,台矽基金
6115,ORG,全國聯合會
122,ORG,台灣矽谷科技基金
164,ORG,經濟部
169,ORG,立法院
203,ORG, Google 
217,ORG,教部
263,ORG,國發會投審會
280,ORG,衛福部
308,ORG,衛生署
321,ORG,教育部
358,ORG,衛福部疾管署
400,ORG,聯合國
5910,ORG,藥師公會
451,ORG,德國看守協會（Germanwatch
472,ORG,環保署
490,ORG,台電
1085,ORG,弘道
854,ORG,土水污染整治基金會
1244,ORG,航港局
5466,ORG,人事總處
1629,ORG,聯邦國家實驗室
1668,ORG,中央
1108,ORG,麥當勞
5420,ORG,筌聖公司
4382,ORG,社環委員會
1788,ORG,資工系
1600,ORG,中研院
1893,ORG,赤子心協會
1939,ORG,OECD 
5222,ORG,考試院
2092,ORG,警政署
2096,ORG,交通部
5171,ORG,監理委員會
2153,ORG,臺北市政府
5053,ORG,中台技術學院
1899,ORG,臺大醫學院
5588,ORG,薩里大學
1669,ORG,聯邦政府
4390,ORG,奇美醫院
1517,ORG,法務部
1304,ORG,環保署水保處
1287,ORG,平台船
1384,ORG,美國國會
1398,ORG,疾管署
1320,ORG,海洋委
1402,ORG,WHO
1411,ORG, BBC 
1285,ORG,海巡署
1507,ORG,歐盟
1508,ORG,外交部
5666,ORG,台中電廠
1366,ORG, CNN 
6133,PERSON,瑪琳
4432,PERSON,蔡伯羌
5218,PERSON,李逸洋
4399,PERSON,陳勇璋
5776,PERSON,立德
6092,PERSON,金富
5116,PERSON,瑞祥
5237,PERSON,第 717 號
4474,PERSON,淑鈴
4714,PERSON,清郎
5157,PERSON,麗惠
5628,PERSON,建益
4814,PERSON,宜民代
4680,PERSON,宗勇
5605,PERSON,詹順貴
4852,PERSON,盧其宏
4904,PERSON,孔炤
4544,PERSON,文忠
5881,PERSON,林奏延
5452,PERSON,林美珠
6089,PERSON,慶章
4681,PERSON,應元
5359,PERSON,子廉
5935,PERSON,秀英
5354,PERSON,美珠
5312,PERSON,逸洋
6006,PERSON,虞哲
6035,PERSON,寶靜
6077,PERSON,英偉
5389,PERSON,陳雄文
4822,PERSON,郭芳煜
0,PERSON,萬安
4343,PERSON,育敏
1023,PERSON,百分之三點多
1247,PERSON,俊宏
1520,PERSON,英秀
1524,PERSON,玉春
1542,PERSON,慧娟
1554,PERSON,兒童權利公約
1585,PERSON,清山
1001,PERSON,金鏘
1599,PERSON,惠鈞
1619,PERSON,浩鼎案
1658,PERSON,翁啟惠
1674,PERSON,子敬
1733,PERSON,歐巴馬
1777,PERSON,榮津
1780,PERSON,仙桂
1781,PERSON,彥儀
1602,PERSON,陳垣崇
948,PERSON,鳳鳴
896,PERSON,瑩瑩
773,PERSON,五湖
31,PERSON,雄文
35,PERSON,國發基金
74,PERSON,振中
149,PERSON,爵民
150,PERSON,祖嘉
255,PERSON,善政
278,PERSON,旭崧
298,PERSON,丙煌
305,PERSON,宗曦
313,PERSON,邱文達
336,PERSON,連戰
398,PERSON,國彥
424,PERSON,炳利
542,PERSON,思華
546,PERSON,林書豪
550,PERSON,佳鈞
692,PERSON,盛忠
2001,PERSON,倩蒨
4353,PERSON,郝明義
2059,PERSON,許毓仁
2124,PERSON,夢麟
3007,PERSON,蔡英文
3084,PERSON,李斌
3117,PERSON,芳煜
3275,PERSON,啟功
3356,PERSON,清華
3392,PERSON,建榮
3452,PERSON,怡玲
2997,PERSON,進勇
3455,PERSON,林全
3717,PERSON,世光
3750,PERSON,張志軍
3901,PERSON,伯璋
3990,PERSON,潤秋
3991,PERSON,榮進
4310,PERSON,文成
4340,PERSON,章梁
3693,PERSON,克華
2992,PERSON,曹啟鴻
2984,PERSON,李應元
2954,PERSON,順貴
2125,PERSON,植谷
2138,PERSON,騰蛟
2174,PERSON,蔣萬安
2226,PERSON,孟良
2458,PERSON,同光
2484,PERSON,耆誠
2569,PERSON,樹強
2573,PERSON,昌輝
2576,PERSON,正芳
2688,PERSON,張善政
2721,PERSON,雪玉
2749,PERSON,今尉
2821,PERSON,郁美
2854,PERSON,魏明谷
2863,PERSON,林右昌
2864,PERSON,邱鏡淳
2874,PERSON,振榮
2068,PERSON,吳志揚
2400,PERSON,子騰
