,Class,NER
1289,EVENT,耘海號事件
1276,EVENT,澎湖耘海號事件
1265,EVENT,阿瑪斯號漏油事件
370,EVENT,衛生署流感疫情防治協調會報
1374,EVENT,茲卡
1412,GPE,巴西
1456,GPE,內湖
687,GPE,台北市
635,GPE,瑞士
587,GPE,法國
547,GPE,高雄
1245,GPE,澎湖
503,GPE,韓國
1771,GPE,加坡
460,GPE,巴黎
1874,GPE,新北市
399,GPE,中國
1718,GPE,加拿大
713,GPE,台中
739,GPE,台東
1406,GPE,高屏
859,GPE,南投縣
865,GPE,桃園市蘆竹鄉
869,GPE,台中市
870,GPE,彰化
885,GPE,桃園市
898,GPE,桃園
1371,GPE,台南市
1370,GPE,埃及
1362,GPE,台南
1359,GPE,屏東
1050,GPE,德國
1358,GPE,泰國
716,GPE,雲林
2049,GPE,中華民國
1683,GPE,澳洲
1290,GPE,台北
2370,GPE,中山區
2217,GPE,臺北市
134,GPE,美國
2194,GPE,嘉義
249,GPE,臺北
2184,GPE,新竹市
2386,GPE,中國大陸
56,GPE,臺灣矽谷
48,GPE,英國
53,GPE,矽谷
16,GPE,新加坡
11,GPE,日本
9,GPE,臺灣
7,GPE,香港
30,GPE,台灣
1594,LAW,羈押法
2486,LAW,國民年金法
2519,LAW,勞工保護法
2528,LAW,勞工保障法
2064,LAW,中小企業發展條例
1293,LAW,商港法
1552,LAW,施行法
1616,LAW,科技基本法
2062,LAW,有限合夥法
2179,LAW,無微粒水域法
2061,LAW,產業創新條例
327,LAW,健保法
2069,LAW,所得稅法
2048,LAW,國籍法
136,LAW,勞基法
573,LAW,就服法
1661,LAW,廢清法
2407,LOC,中山區
1380,LOC,台南地區
2359,LOC,松山區
1399,LOC,亞洲
704,LOC,新店溪
1318,LOC,耘海
721,LOC,淡水河
8,NORP,臺灣人
1791,NORP,美國
1322,NORP,紐埃籍
2536,NORP,外籍
518,NORP,東南亞
1490,NORP,英國
22,NORP,臺灣
1899,ORG,臺大醫學院
1600,ORG,中研院
2092,ORG,警政署
1939,ORG,OECD 
1304,ORG,環保署水保處
1366,ORG, CNN 
2096,ORG,交通部
2447,ORG,衛福部社
1320,ORG,海洋委
1517,ORG,法務部
2440,ORG,教育部國民教育署
1508,ORG,外交部
2227,ORG,營建署
1507,ORG,歐盟
1669,ORG,聯邦政府
1411,ORG, BBC 
2373,ORG,Codex 
1893,ORG,赤子心協會
1788,ORG,資工系
1402,ORG,WHO
1398,ORG,疾管署
1384,ORG,美國國會
1629,ORG,聯邦國家實驗室
2153,ORG,臺北市政府
1668,ORG,中央
2391,ORG,國際食品法典委員會
2244,ORG,內政部
2552,ORG,衛生福利部
1285,ORG,海巡署
122,ORG,台灣矽谷科技基金
648,ORG,經濟部投審會
609,ORG,移民署
164,ORG,經濟部
578,ORG,沙宣美髮學院
169,ORG,立法院
552,ORG,政大
203,ORG, Google 
217,ORG,教部
671,ORG,藍帶廚藝學校
515,ORG,研考會
490,ORG,台電
1287,ORG,平台船
476,ORG,能源局
472,ORG,環保署
451,ORG,德國看守協會（Germanwatch
400,ORG,聯合國
358,ORG,衛福部疾管署
280,ORG,衛福部
321,ORG,教育部
263,ORG,國發會投審會
68,ORG,台矽基金
663,ORG,瑞士餐飲學校
308,ORG,衛生署
5,ORG,行政院
926,ORG,中興大學
860,ORG,審計部
682,ORG,衛福部食藥署
854,ORG,土水污染整治基金會
845,ORG,勞動部勞保局
1085,ORG,弘道
828,ORG,勞保局
14,ORG,科技部
6,ORG,勞動部
767,ORG,健保局
705,ORG,台中市政府農業局
695,ORG,農委會
1108,ORG,麥當勞
1244,ORG,航港局
690,ORG,台北市政府
686,ORG,廢管處
2,ORG,國發會
709,ORG,台大附設動物醫院
950,ORG,財政部
2125,PERSON,植谷
2124,PERSON,夢麟
298,PERSON,丙煌
2138,PERSON,騰蛟
35,PERSON,國發基金
2174,PERSON,蔣萬安
2484,PERSON,耆誠
2458,PERSON,同光
2226,PERSON,孟良
150,PERSON,祖嘉
149,PERSON,爵民
305,PERSON,宗曦
31,PERSON,雄文
74,PERSON,振中
2400,PERSON,子騰
278,PERSON,旭崧
255,PERSON,善政
1777,PERSON,榮津
313,PERSON,邱文達
1247,PERSON,俊宏
1023,PERSON,百分之三點多
1001,PERSON,金鏘
948,PERSON,鳳鳴
896,PERSON,瑩瑩
773,PERSON,五湖
692,PERSON,盛忠
1520,PERSON,英秀
1524,PERSON,玉春
1542,PERSON,慧娟
1554,PERSON,兒童權利公約
1585,PERSON,清山
1599,PERSON,惠鈞
2068,PERSON,吳志揚
1602,PERSON,陳垣崇
1658,PERSON,翁啟惠
550,PERSON,佳鈞
546,PERSON,林書豪
1674,PERSON,子敬
542,PERSON,思華
1733,PERSON,歐巴馬
1780,PERSON,仙桂
1781,PERSON,彥儀
424,PERSON,炳利
398,PERSON,國彥
2001,PERSON,倩蒨
336,PERSON,連戰
2059,PERSON,許毓仁
1619,PERSON,浩鼎案
0,PERSON,萬安
