,Class,NER
20185,EVENT,勞動基準諮詢會議
14556,EVENT,日本福島 311 核災
370,EVENT,衛生署流感疫情防治協調會報
14496,EVENT,核二廠 2 號機跳電事件
14488,EVENT,第 8 次會議
10732,EVENT,院會
1289,EVENT,耘海號事件
3256,EVENT, 3 場溝通會
18932,EVENT,普悠瑪事件
1374,EVENT,茲卡
6216,EVENT,瑪琳事件
1265,EVENT,阿瑪斯號漏油事件
1276,EVENT,澎湖耘海號事件
12590,EVENT,奧運
5899,EVENT,世衛大會
17014,EVENT,伊波拉疫情
15736,EVENT,國光石化案
5777,EVENT,永采烘焙坊事件
9344,EVENT,二讀會
19975,EVENT,公投第 7 案
14667,EVENT,311 大地震
15702,GPE,桃園觀塘
5235,GPE,希臘
17067,GPE,布卲納法索
17065,GPE,花蓮市
17060,GPE,西非
17051,GPE,雲南
5008,GPE,加國
4978,GPE,加方
4975,GPE,福島
13395,GPE,深澳
17012,GPE,長濱
12988,GPE,金沙鎮
13526,GPE,九份
4797,GPE,蜜月灣
4774,GPE,臺中
16973,GPE,豐濱
16958,GPE,路竹
16926,GPE,布國
1683,GPE,澳洲
15426,GPE,松山區
1456,GPE,內湖
12985,GPE,臺南
1718,GPE,加拿大
2852,GPE,彰化縣
14740,GPE,莿桐
5705,GPE,林口
2862,GPE,新竹縣
1358,GPE,泰國
15281,GPE,開曼
1359,GPE,屏東
1362,GPE,台南
1412,GPE,巴西
5590,GPE,洛杉磯
1371,GPE,台南市
14716,GPE,雲林縣口湖鄉
5556,GPE,倫敦
5534,GPE,北京
5499,GPE,新德里
12922,GPE,苗栗縣
12933,GPE,烈嶼鄉
1406,GPE,高屏
1370,GPE,埃及
13590,GPE,中永和
1771,GPE,加坡
13594,GPE,板橋
2194,GPE,嘉義
2217,GPE,臺北市
14512,GPE,櫪木
14515,GPE,雲林縣林內
3711,GPE,兩岸
2370,GPE,中山區
14531,GPE,光明段
2386,GPE,中國大陸
3062,GPE,臺中市
14560,GPE,彰化縣大城
14568,GPE,深澳灣
14577,GPE,南投縣南投市
14584,GPE,群馬
3285,GPE,中南
14591,GPE,雲林縣斗六市
14625,GPE,茨城
14659,GPE,芳苑鄉
3086,GPE,大陸
2570,GPE,金山
2184,GPE,新竹市
15719,GPE,北港
3841,GPE,印尼
3842,GPE,越南
4688,GPE,宜蘭縣
13827,GPE,北北
13919,GPE,東京市區
2985,GPE,雲林縣
1874,GPE,新北市
14090,GPE,惠台
14158,GPE,中華
15562,GPE,桃園平鎮
14699,GPE,草屯鎮
14479,GPE,雲林縣台西鄉
2049,GPE,中華民國
4025,GPE,新北
2995,GPE,雲林虎尾
14490,GPE,新埔
3986,GPE,花蓮
3964,GPE,金門
3016,GPE,雲林縣政府
14501,GPE,千葉
3848,GPE,菲律賓
2669,GPE,北市
14475,GPE,台中龍井
2856,GPE,基隆市
1290,GPE,台北
10313,GPE,印度
19277,GPE,竹塘
8481,GPE,臺中霧峰
10325,GPE,岩手
8346,GPE,衛福
19255,GPE,竹塘鄉
10338,GPE,青森
10401,GPE,蘇丹
19245,GPE,大城鄉台西村
19241,GPE,麥寮
19236,GPE,彰化縣大城鄉台西村
399,GPE,中國
19229,GPE,西港村
19226,GPE,頂庄村
19162,GPE,忠清南道
460,GPE,巴黎
10495,GPE,太保市
19062,GPE,黎巴嫩
503,GPE,韓國
8041,GPE,衛生福
10862,GPE,高雄小港區
19287,GPE,大城鄉
19293,GPE,台西村
249,GPE,臺北
10306,GPE,南投
9266,GPE,苗栗
7,GPE,香港
9,GPE,臺灣
11,GPE,日本
9180,GPE,日內瓦
16,GPE,新加坡
10173,GPE,屏東恆春
30,GPE,台灣
8941,GPE,屏東恆春南門
8937,GPE,屏東南門
11116,GPE,丹麥
48,GPE,英國
56,GPE,臺灣矽谷
10202,GPE,宜蘭
8920,GPE,桃園龍潭
8887,GPE,三義
134,GPE,美國
10210,GPE,高雄左營
10215,GPE,屏東潮州
10240,GPE,臺東
10268,GPE,花蓮關山
10286,GPE,大林埔
53,GPE,矽谷
547,GPE,高雄
10593,GPE,瑞典
11403,GPE,比利時
17838,GPE,觀塘
11404,GPE,美國加州
6448,GPE,荷蘭
713,GPE,台中
716,GPE,雲林
11428,GPE,新竹
6476,GPE,上海
898,GPE,桃園
11177,GPE,芬蘭
739,GPE,台東
11440,GPE,嘉義縣大埔鄉
11448,GPE,金門縣烏坵鄉
18009,GPE,深澳坑
11457,GPE,屏東縣
6477,GPE,廣州
859,GPE,南投縣
885,GPE,桃園市
11497,GPE,嘉義縣
870,GPE,彰化
6809,GPE,智利
865,GPE,桃園市蘆竹鄉
869,GPE,台中市
1245,GPE,澎湖
11212,GPE,雉林縣
6377,GPE,北韓
1050,GPE,德國
687,GPE,台北市
11378,GPE,加州
6276,GPE,高麗
6925,GPE,嘉義市
5921,GPE,日方
11377,GPE,奧地利
17686,GPE,大武
6860,GPE,基隆
587,GPE,法國
11214,GPE,大林蒲
635,GPE,瑞士
