,Class,NER
1276,EVENT,澎湖耘海號事件
3256,EVENT, 3 場溝通會
6216,EVENT,瑪琳事件
370,EVENT,衛生署流感疫情防治協調會報
1289,EVENT,耘海號事件
5777,EVENT,永采烘焙坊事件
1265,EVENT,阿瑪斯號漏油事件
5899,EVENT,世衛大會
1374,EVENT,茲卡
1370,GPE,埃及
2852,GPE,彰化縣
1371,GPE,台南市
2856,GPE,基隆市
687,GPE,台北市
2862,GPE,新竹縣
5921,GPE,日方
2995,GPE,雲林虎尾
635,GPE,瑞士
587,GPE,法國
3016,GPE,雲林縣政府
3062,GPE,臺中市
547,GPE,高雄
3086,GPE,大陸
2049,GPE,中華民國
2985,GPE,雲林縣
6377,GPE,北韓
716,GPE,雲林
1362,GPE,台南
2184,GPE,新竹市
1245,GPE,澎湖
2194,GPE,嘉義
2217,GPE,臺北市
1050,GPE,德國
2370,GPE,中山區
2386,GPE,中國大陸
1290,GPE,台北
898,GPE,桃園
713,GPE,台中
885,GPE,桃園市
869,GPE,台中市
865,GPE,桃園市蘆竹鄉
6276,GPE,高麗
859,GPE,南投縣
1358,GPE,泰國
2570,GPE,金山
1359,GPE,屏東
2669,GPE,北市
739,GPE,台東
870,GPE,彰化
503,GPE,韓國
5705,GPE,林口
6476,GPE,上海
5499,GPE,新德里
4025,GPE,新北
3285,GPE,中南
6925,GPE,嘉義市
6448,GPE,荷蘭
134,GPE,美國
5235,GPE,希臘
4688,GPE,宜蘭縣
4978,GPE,加方
7,GPE,香港
53,GPE,矽谷
48,GPE,英國
1683,GPE,澳洲
4975,GPE,福島
9,GPE,臺灣
30,GPE,台灣
4774,GPE,臺中
16,GPE,新加坡
56,GPE,臺灣矽谷
4797,GPE,蜜月灣
3986,GPE,花蓮
6477,GPE,廣州
5590,GPE,洛杉磯
460,GPE,巴黎
3711,GPE,兩岸
1406,GPE,高屏
5556,GPE,倫敦
399,GPE,中國
1874,GPE,新北市
5008,GPE,加國
1412,GPE,巴西
249,GPE,臺北
3841,GPE,印尼
3842,GPE,越南
3848,GPE,菲律賓
5534,GPE,北京
6809,GPE,智利
1771,GPE,加坡
3964,GPE,金門
6860,GPE,基隆
1718,GPE,加拿大
1456,GPE,內湖
11,GPE,日本
2179,LAW,無微粒水域法
1616,LAW,科技基本法
2048,LAW,國籍法
6440,LAW,兩岸條例
1594,LAW,羈押法
2069,LAW,所得稅法
2064,LAW,中小企業發展條例
1552,LAW,施行法
2062,LAW,有限合夥法
1293,LAW,商港法
2061,LAW,產業創新條例
2823,LAW,衛生管理條例
6518,LAW,憲法
4765,LAW,建築法
4751,LAW,環評法
136,LAW,勞基法
4049,LAW,職災保險專法
6900,LAW,組織法
3916,LAW,全民健保法
327,LAW,健保法
6765,LAW,兩岸協議監督條例
3639,LAW,勞退條例
3274,LAW,國立熱帶醫學中心組織法草案
573,LAW,就服法
1661,LAW,廢清法
2528,LAW,勞工保障法
2519,LAW,勞工保護法
2486,LAW,國民年金法
6000,LOC,小琉球
6493,LOC,歐洲
3981,LOC,桃園
704,LOC,新店溪
6442,LOC,大陸
1318,LOC,耘海
3816,LOC,兩岸
2359,LOC,松山區
4770,LOC,蜜月灣
1399,LOC,亞洲
721,LOC,淡水河
1380,LOC,台南地區
6431,LOC,中國大陸
2407,LOC,中山區
3989,LOC,北歐
4988,NORP,加拿大
6359,NORP,美商
6337,NORP,蒙古
1791,NORP,美國
6300,NORP,中藥
6102,NORP,中醫
2585,NORP,科威特籍
2772,NORP,台灣
2982,NORP,雲林人
2536,NORP,外籍
3712,NORP,亞洲
5021,NORP,日本
6497,NORP,中國
8,NORP,臺灣人
518,NORP,東南亞
22,NORP,臺灣
1490,NORP,英國
1322,NORP,紐埃籍
1668,ORG,中央
5704,ORG,興達電廠
5666,ORG,台中電廠
3411,ORG, OECD 
3540,ORG,勞委會
476,ORG,能源局
472,ORG,環保署
451,ORG,德國看守協會（Germanwatch
3739,ORG,國台辦
5588,ORG,薩里大學
3743,ORG,金管會
400,ORG,聯合國
3752,ORG,陸委會
358,ORG,衛福部疾管署
3833,ORG,利用直聘中心
321,ORG,教育部
6788,ORG,國民黨團
6760,ORG,行政院陸委會
3349,ORG,國庫署
490,ORG,台電
3316,ORG,長榮大學
609,ORG,移民署
5814,ORG,高雄餐旅學校
578,ORG,沙宣美髮學院
552,ORG,政大
6420,ORG,中共
3069,ORG,國會
3070,ORG,國安會
6591,ORG,國防部副食供應中心
3103,ORG,WHA
5765,ORG,台電公司
3131,ORG,成大家
6612,ORG,家庭照顧者關懷總會
515,ORG,研考會
3276,ORG,國衛院
3282,ORG,世衛組織
3284,ORG,台灣大學
3866,ORG,2 位利用直聘中心
3318,ORG,屏科大
308,ORG,衛生署
217,ORG,教部
263,ORG,國發會投審會
122,ORG,台灣矽谷科技基金
4563,ORG,第 3 所學校
4597,ORG,2 所學校
5222,ORG,考試院
6930,ORG,嘉義市政府
4701,ORG,臺中市政府
5171,ORG,監理委員會
68,ORG,台矽基金
6964,ORG,美國運輸部
7001,ORG,交通局
14,ORG,科技部
4840,ORG,民進黨團
5053,ORG,中台技術學院
5028,ORG,台大獸醫學院
6,ORG,勞動部
5,ORG,行政院
2,ORG,國發會
4523,ORG,衛福部健保署
4521,ORG,台中慈濟醫院
4480,ORG,台大醫院
4478,ORG,健保署
5852,ORG,世衛大會
203,ORG, Google 
169,ORG,立法院
5466,ORG,人事總處
4022,ORG,公視
164,ORG,經濟部
4137,ORG,勞工局
4159,ORG,桃園市政府
280,ORG,衛福部
4175,ORG,華航
4308,ORG,臺電
5420,ORG,筌聖公司
4370,ORG,太陽光電
4382,ORG,社環委員會
4390,ORG,奇美醫院
4392,ORG,臺大
4405,ORG,嘉義基督教醫院
4444,ORG,衛福部站
4264,ORG,工研院
