,Class,NER
21609,EVENT,勞資爭議
14496,EVENT,核二廠 2 號機跳電事件
1276,EVENT,澎湖耘海號事件
20383,EVENT,八二三水災
1265,EVENT,阿瑪斯號漏油事件
20373,EVENT,八二三
6216,EVENT,瑪琳事件
14667,EVENT,311 大地震
18932,EVENT,普悠瑪事件
20185,EVENT,勞動基準諮詢會議
21813,EVENT,六輕氣爆事件
19975,EVENT,公投第 7 案
5899,EVENT,世衛大會
12590,EVENT,奧運
5777,EVENT,永采烘焙坊事件
370,EVENT,衛生署流感疫情防治協調會報
17014,EVENT,伊波拉疫情
9344,EVENT,二讀會
20430,EVENT,馬立克案件
1289,EVENT,耘海號事件
14556,EVENT,日本福島 311 核災
20554,EVENT,八仙塵爆事件
14488,EVENT,第 8 次會議
20575,EVENT,衛爾康
1374,EVENT,茲卡
15736,EVENT,國光石化案
10732,EVENT,院會
3256,EVENT, 3 場溝通會
19241,GPE,麥寮
19236,GPE,彰化縣大城鄉台西村
19229,GPE,西港村
19226,GPE,頂庄村
19162,GPE,忠清南道
8346,GPE,衛福
8920,GPE,桃園龍潭
8937,GPE,屏東南門
1874,GPE,新北市
9180,GPE,日內瓦
19062,GPE,黎巴嫩
8887,GPE,三義
2049,GPE,中華民國
18009,GPE,深澳坑
8941,GPE,屏東恆春南門
9266,GPE,苗栗
8481,GPE,臺中霧峰
6477,GPE,廣州
21951,GPE,成都
11214,GPE,大林蒲
11212,GPE,雉林縣
11177,GPE,芬蘭
11116,GPE,丹麥
17686,GPE,大武
10862,GPE,高雄小港區
17838,GPE,觀塘
10593,GPE,瑞典
10495,GPE,太保市
10401,GPE,蘇丹
10338,GPE,青森
10325,GPE,岩手
10313,GPE,印度
10306,GPE,南投
10286,GPE,大林埔
10268,GPE,花蓮關山
10240,GPE,臺東
10215,GPE,屏東潮州
10210,GPE,高雄左營
10202,GPE,宜蘭
19245,GPE,大城鄉台西村
1683,GPE,澳洲
1718,GPE,加拿大
1771,GPE,加坡
10173,GPE,屏東恆春
6860,GPE,基隆
2184,GPE,新竹市
4975,GPE,福島
20347,GPE,馬立克
2852,GPE,彰化縣
2856,GPE,基隆市
2862,GPE,新竹縣
4797,GPE,蜜月灣
4774,GPE,臺中
4688,GPE,宜蘭縣
21166,GPE,民國
2985,GPE,雲林縣
2995,GPE,雲林虎尾
3016,GPE,雲林縣政府
3062,GPE,臺中市
4025,GPE,新北
3086,GPE,大陸
3986,GPE,花蓮
3964,GPE,金門
3848,GPE,菲律賓
20887,GPE,大阪
3842,GPE,越南
3841,GPE,印尼
3711,GPE,兩岸
3285,GPE,中南
4978,GPE,加方
5008,GPE,加國
5235,GPE,希臘
21299,GPE,澳門
2194,GPE,嘉義
2217,GPE,臺北市
19255,GPE,竹塘鄉
6925,GPE,嘉義市
2370,GPE,中山區
20755,GPE,大潭
2386,GPE,中國大陸
19277,GPE,竹塘
6809,GPE,智利
19287,GPE,大城鄉
19293,GPE,台西村
8041,GPE,衛生福
6476,GPE,上海
6377,GPE,北韓
6276,GPE,高麗
21340,GPE,韓市長
2570,GPE,金山
5921,GPE,日方
5705,GPE,林口
5590,GPE,洛杉磯
2669,GPE,北市
5556,GPE,倫敦
5534,GPE,北京
5499,GPE,新德里
6448,GPE,荷蘭
1412,GPE,巴西
1456,GPE,內湖
14479,GPE,雲林縣台西鄉
53,GPE,矽谷
