,Class,NER
1276,EVENT,澎湖耘海號事件
1374,EVENT,茲卡
1289,EVENT,耘海號事件
3256,EVENT, 3 場溝通會
1265,EVENT,阿瑪斯號漏油事件
5777,EVENT,永采烘焙坊事件
10732,EVENT,院會
370,EVENT,衛生署流感疫情防治協調會報
5899,EVENT,世衛大會
6216,EVENT,瑪琳事件
9344,EVENT,二讀會
1412,GPE,巴西
3285,GPE,中南
1406,GPE,高屏
4978,GPE,加方
4975,GPE,福島
8346,GPE,衛福
1371,GPE,台南市
1370,GPE,埃及
8041,GPE,衛生福
1362,GPE,台南
1359,GPE,屏東
1358,GPE,泰國
1456,GPE,內湖
865,GPE,桃園市蘆竹鄉
1290,GPE,台北
4774,GPE,臺中
8481,GPE,臺中霧峰
859,GPE,南投縣
1245,GPE,澎湖
1050,GPE,德國
3711,GPE,兩岸
8887,GPE,三義
8920,GPE,桃園龍潭
898,GPE,桃園
885,GPE,桃園市
8937,GPE,屏東南門
870,GPE,彰化
869,GPE,台中市
8941,GPE,屏東恆春南門
3986,GPE,花蓮
3086,GPE,大陸
4688,GPE,宜蘭縣
2194,GPE,嘉義
2217,GPE,臺北市
6477,GPE,廣州
2370,GPE,中山區
6476,GPE,上海
2386,GPE,中國大陸
2184,GPE,新竹市
6448,GPE,荷蘭
2862,GPE,新竹縣
2570,GPE,金山
2856,GPE,基隆市
6276,GPE,高麗
2669,GPE,北市
2852,GPE,彰化縣
6377,GPE,北韓
5705,GPE,林口
5590,GPE,洛杉磯
2985,GPE,雲林縣
5235,GPE,希臘
3062,GPE,臺中市
3016,GPE,雲林縣政府
1683,GPE,澳洲
1718,GPE,加拿大
5499,GPE,新德里
1771,GPE,加坡
5534,GPE,北京
2995,GPE,雲林虎尾
5556,GPE,倫敦
6925,GPE,嘉義市
1874,GPE,新北市
6860,GPE,基隆
6809,GPE,智利
2049,GPE,中華民國
5008,GPE,加國
739,GPE,台東
4797,GPE,蜜月灣
716,GPE,雲林
503,GPE,韓國
10202,GPE,宜蘭
460,GPE,巴黎
10210,GPE,高雄左營
10215,GPE,屏東潮州
10240,GPE,臺東
399,GPE,中國
3964,GPE,金門
10268,GPE,花蓮關山
10286,GPE,大林埔
10306,GPE,南投
10313,GPE,印度
10325,GPE,岩手
10338,GPE,青森
249,GPE,臺北
10401,GPE,蘇丹
10495,GPE,太保市
134,GPE,美國
10593,GPE,瑞典
56,GPE,臺灣矽谷
53,GPE,矽谷
48,GPE,英國
4025,GPE,新北
30,GPE,台灣
16,GPE,新加坡
11,GPE,日本
9,GPE,臺灣
7,GPE,香港
10862,GPE,高雄小港區
10173,GPE,屏東恆春
3848,GPE,菲律賓
5921,GPE,日方
9266,GPE,苗栗
713,GPE,台中
547,GPE,高雄
9180,GPE,日內瓦
635,GPE,瑞士
3842,GPE,越南
687,GPE,台北市
587,GPE,法國
3841,GPE,印尼
2048,LAW,國籍法
1594,LAW,羈押法
2179,LAW,無微粒水域法
7490,LAW,刑法
1616,LAW,科技基本法
327,LAW,健保法
136,LAW,勞基法
1661,LAW,廢清法
2069,LAW,所得稅法
2064,LAW,中小企業發展條例
2062,LAW,有限合夥法
9586,LAW,預算法
2061,LAW,產業創新條例
6765,LAW,兩岸協議監督條例
8882,LAW,巴賽爾公約
6518,LAW,憲法
3639,LAW,勞退條例
6900,LAW,組織法
3274,LAW,國立熱帶醫學中心組織法草案
1293,LAW,商港法
2823,LAW,衛生管理條例
2528,LAW,勞工保障法
2519,LAW,勞工保護法
3916,LAW,全民健保法
2486,LAW,國民年金法
1552,LAW,施行法
6440,LAW,兩岸條例
573,LAW,就服法
4049,LAW,職災保險專法
4765,LAW,建築法
4751,LAW,環評法
6431,LOC,中國大陸
6442,LOC,大陸
6493,LOC,歐洲
10831,LOC,竹苗地區
704,LOC,新店溪
3989,LOC,北歐
6000,LOC,小琉球
3816,LOC,兩岸
2407,LOC,中山區
2359,LOC,松山區
1318,LOC,耘海
1380,LOC,台南地區
1399,LOC,亞洲
4770,LOC,蜜月灣
3981,LOC,桃園
9704,LOC,大潭
10314,LOC,東南亞
10385,LOC,日本福島
